O2,P8,T8,FC6,F4,F8,AF4,label
4592.82,4190.77,4244.62,4225.64,4297.44,4645.13,4435.9,1
4635.9,4211.79,4231.28,4199.49,4278.97,4588.21,4347.69,1
4609.23,4194.36,4214.36,4165.64,4266.67,4583.59,4328.72,0
4613.85,4205.13,4244.62,4192.82,4278.46,4614.36,4350.26,0
4607.69,4189.74,4224.62,4200,4272.82,4593.33,4355.38,1
4610.77,4207.18,4227.69,4186.15,4255.38,4609.74,4327.69,1
4610.26,4208.21,4258.46,4209.23,4287.69,4608.72,4383.59,0
4674.36,4261.03,4301.54,4288.72,4346.15,4691.79,4447.69,1
4602.56,4188.72,4214.87,4191.28,4267.18,4597.44,4346.67,0
4609.74,4193.33,4211.79,4186.67,4252.82,4597.95,4347.69,0
4601.54,4188.72,4198.46,4150.26,4253.85,4522.05,4292.31,0
4614.87,4216.92,4251.79,4197.44,4267.18,4606.15,4356.92,1
4592.82,4186.67,4201.03,4183.59,4262.05,4593.85,4335.38,0
4695.38,4271.79,4316.41,4298.97,4365.64,4696.41,4447.69,0
4610.77,4185.64,4214.87,4185.13,4260,4582.05,4335.38,0
4605.64,4192.82,4210.77,4192.82,4271.79,4609.74,4347.69,0
4630.77,4210.26,4246.15,4200.51,4291.28,4622.56,4377.95,0
4594.87,4197.44,4226.67,4208.21,4281.03,4618.97,4360.51,1
4623.08,4205.64,4233.33,4192.31,4259.49,4590.77,4327.69,0
4617.44,4206.15,4235.9,4209.74,4277.95,4597.95,4355.9,1
4610.77,4197.44,4225.64,4200.51,4261.54,4597.95,4338.46,0
4601.03,4193.33,4235.38,4217.95,4272.31,4623.08,4361.03,1
4613.85,4187.69,4215.9,4195.9,4283.59,4584.1,4375.38,0
4644.1,4229.23,4281.03,4226.67,4274.36,4643.08,4368.72,1
4604.1,4201.03,4212.82,4184.1,4271.79,4578.97,4352.31,1
4597.44,4191.28,4221.03,4178.97,4269.23,4589.23,4355.38,0
4605.64,4191.79,4226.67,4210.26,4282.05,4635.9,4384.62,1
4618.97,4204.1,4235.9,4259.49,4330.26,4700.51,4501.03,0
4615.38,4196.92,4225.13,4208.72,4272.31,4606.67,4380.51,0
4605.64,4187.18,4227.69,4195.38,4262.56,4598.46,4338.46,1
4632.82,4215.38,4245.64,4228.72,4301.03,4630.77,4405.13,1
4610.26,4183.59,4218.46,4204.62,4269.23,4602.05,4346.15,0
4601.54,4193.85,4227.18,4209.74,4274.36,4614.36,4349.23,0
4591.28,4176.41,4223.08,4212.82,4276.92,4616.41,4389.23,0
4604.1,4173.85,4225.13,4208.21,4283.59,4587.69,4351.79,1
4619.49,4205.13,4224.62,4208.21,4280,4604.1,4358.46,0
4615.38,4194.36,4208.72,4187.18,4272.31,4557.95,4338.97,1
4615.9,4197.44,4223.59,4192.82,4265.13,4584.1,4343.08,0
4613.33,4194.36,4223.59,4204.62,4284.1,4589.74,4357.95,0
4611.79,4206.15,4227.69,4194.36,4270.26,4577.95,4317.95,0
4620,4192.82,4211.28,4162.56,4265.13,4576.41,4320,0
4595.38,4188.72,4222.05,4154.87,4264.1,4600.51,4351.28,0
4639.49,4221.54,4237.44,4199.49,4286.67,4595.9,4378.46,1
4617.44,4203.59,4252.31,4208.21,4290.26,4613.85,4376.92,0
4584.62,4175.38,4227.18,4194.36,4276.41,4594.36,4368.21,1
4602.56,4200,4238.97,4192.82,4271.28,4594.87,4339.49,1
4610.26,4210.26,4251.79,4224.1,4315.9,4647.69,4473.85,0
4616.41,4206.67,4236.41,4204.62,4284.1,4629.74,4365.13,1
4602.05,4200,4229.74,4201.54,4276.92,4614.87,4355.9,0
4596.92,4183.59,4226.67,4203.59,4278.46,4623.59,4347.69,1
4616.92,4209.23,4262.05,4212.82,4297.95,4702.05,4417.44,1
4640.51,4232.31,4268.21,4244.62,4307.69,4636.41,4390.77,0
4615.38,4204.1,4250.77,4197.95,4267.18,4611.28,4351.28,1
4616.92,4196.41,4231.79,4203.08,4289.74,4609.74,4385.64,0
4628.21,4204.62,4234.87,4208.72,4270.77,4606.15,4351.28,0
4606.15,4190.77,4227.69,4197.44,4263.59,4585.64,4354.36,1
4652.31,4238.97,4247.18,4200.51,4305.64,4619.49,4379.49,1
4622.05,4197.44,4224.62,4203.59,4286.67,4591.28,4364.1,1
4620,4204.1,4225.64,4203.59,4270.77,4609.23,4345.64,0
4597.95,4201.03,4241.54,4202.56,4268.72,4602.05,4335.9,1
4595.9,4183.08,4211.28,4168.72,4267.69,4584.1,4336.92,1
4626.67,4209.74,4231.28,4210.26,4286.15,4609.74,4356.92,0
4614.36,4193.85,4226.67,4194.36,4273.33,4607.69,4370.26,1
4627.18,4215.9,4235.9,4212.31,4280,4600,4346.15,0
4646.67,4203.59,4227.69,4195.9,4276.41,4579.49,4327.69,0
4636.41,4225.64,4251.28,4208.21,4306.67,4624.62,4386.67,1
4587.69,4201.03,4215.38,4183.59,4273.33,4600,4347.18,0
4615.9,4195.38,4229.74,4168.72,4276.41,4598.97,4354.87,1
4627.18,4210.26,4245.13,4184.1,4273.85,4615.38,4364.1,1
4650.26,4240.51,4270.77,4280,4313.85,4730.26,4432.82,1
4637.95,4208.21,4247.18,4229.74,4296.92,4633.85,4369.74,0
4636.41,4221.03,4251.28,4223.08,4287.18,4618.97,4371.28,0
4589.23,4176.41,4209.23,4174.87,4258.97,4593.33,4328.21,1
4594.36,4183.08,4210.77,4195.38,4264.1,4620,4349.74,1
4629.23,4200,4235.38,4211.79,4279.49,4599.49,4354.36,0
4643.08,4225.13,4265.13,4240.51,4309.74,4636.41,4391.79,0
4605.13,4190.77,4208.72,4180,4261.54,4579.49,4332.31,0
4614.36,4207.69,4229.23,4210.26,4280,4613.33,4365.64,1
4613.33,4197.44,4209.74,4184.62,4263.59,4591.79,4334.87,0
4591.28,4174.87,4211.28,4218.97,4294.36,4621.03,4397.44,0
4600,4199.49,4236.92,4194.87,4275.9,4596.41,4367.18,0
4646.67,4243.59,4251.28,4239.49,4303.08,4654.36,4365.13,1
4609.23,4191.79,4227.69,4188.72,4261.03,4588.21,4350.77,1
4629.23,4208.21,4236.41,4223.59,4290.77,4627.18,4368.72,0
4609.23,4201.54,4221.54,4188.21,4272.31,4583.59,4331.28,0
4602.05,4200,4229.23,4202.56,4257.95,4621.54,4335.9,1
4610.77,4194.87,4240.51,4215.38,4290.26,4636.41,4396.41,0
4613.33,4200.51,4241.54,4242.56,4316.41,4674.87,4470.26,1
4635.9,4215.9,4242.05,4211.79,4297.44,4614.36,4372.31,0
4609.23,4195.38,4219.49,4205.13,4274.87,4605.13,4350.26,0
4591.79,4182.56,4204.62,4203.08,4294.36,4606.67,4451.28,0
4609.23,4198.97,4240,4194.36,4260.51,4589.23,4324.62,1
4592.82,4178.97,4222.56,4173.33,4265.64,4590.26,4334.36,1
4620.51,4207.69,4231.28,4218.46,4279.49,4608.72,4354.36,0
4600.51,4182.05,4200,4174.36,4248.72,4583.59,4328.21,0
4613.85,4194.87,4213.33,4200.51,4265.64,4588.21,4342.05,1
4603.08,4188.72,4237.44,4197.95,4282.56,4607.18,4380.51,0
4614.36,4202.05,4232.31,4202.05,4291.28,4614.36,4377.44,1
4600,4181.54,4192.82,4168.72,4258.46,4562.56,4314.87,0
4631.79,4180.51,4206.15,4173.33,4261.54,4554.87,4306.15,0
4615.38,4197.95,4211.79,4190.77,4274.87,4604.62,4350.26,0
4623.08,4229.74,4235.38,4212.82,4271.28,4615.9,4354.87,1
4609.23,4203.59,4239.49,4201.03,4273.33,4603.59,4358.46,1
4609.74,4203.59,4231.28,4204.1,4264.62,4598.97,4333.33,0
4592.31,4175.38,4192.82,4196.92,4297.44,4579.49,4430.26,1
4617.95,4211.79,4238.97,4211.28,4281.54,4606.67,4373.85,1
4587.18,4189.74,4238.97,4204.62,4285.13,4606.15,4390.26,0
4615.38,4193.33,4211.79,4193.33,4262.56,4573.33,4354.36,1
4615.38,4198.46,4233.85,4201.54,4276.92,4603.08,4360,1
4606.15,4197.44,4222.56,4203.59,4282.05,4591.79,4356.41,1
4628.21,4208.72,4221.54,4206.15,4269.23,4586.67,4339.49,1
4604.1,4196.41,4228.72,4212.31,4293.85,4629.23,4378.46,1
4579.49,4171.79,4203.08,4188.72,4278.97,4601.03,4337.44,1
4661.03,4241.54,4261.03,4205.13,4305.64,4618.97,4389.74,1
4611.79,4201.54,4245.64,4242.05,4306.15,4713.85,4494.36,0
4601.03,4193.85,4232.82,4198.97,4272.82,4607.18,4345.64,1
4630.26,4209.74,4256.41,4235.9,4291.28,4651.28,4390.77,1
4604.1,4189.23,4216.41,4195.38,4280.51,4620,4336.41,1
4600,4182.05,4219.49,4174.36,4294.36,4629.23,4405.13,1
4593.85,4184.62,4214.87,4169.23,4272.31,4585.13,4347.18,1
4610.77,4193.33,4233.33,4201.03,4262.05,4586.67,4354.36,1
4619.49,4202.05,4233.85,4195.38,4260,4598.46,4335.9,0
4613.33,4195.38,4229.74,4199.49,4267.69,4596.41,4335.9,0
4620.51,4198.46,4235.9,4207.69,4274.36,4614.36,4363.08,0
4592.31,4190.77,4225.64,4182.05,4271.79,4602.56,4370.26,1
4629.74,4210.77,4234.36,4210.77,4286.15,4609.23,4356.41,0
4619.49,4203.08,4227.18,4196.41,4267.18,4596.92,4351.79,0
4612.82,4204.62,4232.82,4208.21,4278.97,4601.54,4356.92,1
4595.38,4186.15,4203.08,4169.74,4251.79,4546.15,4294.87,0
4631.28,4217.95,4225.64,4187.69,4278.46,4612.82,4336.41,1
4625.13,4226.15,4245.13,4208.21,4273.85,4589.23,4347.69,1
4598.46,4188.21,4212.82,4182.56,4259.49,4596.92,4327.18,1
4598.46,4181.54,4226.67,4203.59,4274.36,4600,4363.59,1
4595.9,4181.03,4214.36,4180.51,4262.05,4606.67,4338.97,0
4598.46,4196.41,4226.67,4193.85,4267.18,4584.62,4343.08,1
4611.28,4196.92,4230.26,4218.97,4283.59,4621.03,4353.85,0
4604.62,4201.54,4239.49,4247.69,4307.18,4692.31,4467.69,0
4621.03,4205.64,4237.44,4207.18,4281.03,4601.54,4356.92,0
4619.49,4208.21,4234.87,4208.72,4276.41,4600,4351.28,0
4610.77,4200,4227.18,4205.13,4270.26,4605.64,4348.72,0
4612.31,4209.23,4231.79,4205.13,4271.28,4593.85,4342.05,0
4615.9,4204.62,4240,4199.49,4266.67,4595.38,4371.79,0
4597.44,4175.38,4208.72,4189.23,4270.26,4606.15,4347.69,1
4605.64,4191.28,4212.31,4210.26,4309.23,4632.82,4466.15,0
4595.38,4185.13,4213.33,4171.79,4273.33,4583.08,4336.92,0
4615.38,4200,4245.13,4219.49,4282.05,4626.67,4365.64,0
4628.72,4224.62,4234.36,4193.85,4284.1,4609.23,4350.26,0
4653.33,4227.18,4248.21,4213.33,4288.72,4611.28,4347.18,0
4624.1,4206.15,4232.31,4190.26,4269.23,4597.44,4348.72,0
4610.77,4187.18,4225.64,4197.44,4270.26,4604.62,4364.1,1
4614.36,4209.74,4244.62,4218.97,4274.87,4613.85,4377.95,1
4609.74,4197.95,4228.72,4211.79,4273.85,4593.85,4353.85,0
4609.23,4197.95,4218.46,4181.03,4262.05,4572.31,4320,0
4614.87,4211.79,4230.26,4200.51,4262.56,4609.23,4336.41,0
4638.97,4213.85,4240.51,4213.85,4286.15,4618.46,4368.21,0
4629.23,4206.67,4239.49,4211.79,4288.72,4618.46,4371.79,1
4590.77,4176.41,4196.92,4165.13,4256.41,4574.87,4363.08,1
4617.44,4193.33,4218.97,4201.54,4279.49,4606.15,4357.95,0
4604.62,4187.18,4217.95,4188.21,4254.36,4576.92,4351.28,1
4627.69,4208.21,4227.69,4196.92,4279.49,4604.62,4351.79,0
4611.79,4202.05,4226.15,4192.31,4275.38,4583.08,4355.38,0
4628.72,4213.85,4246.15,4208.21,4287.69,4607.18,4358.46,0
4622.56,4208.72,4248.72,4196.92,4271.79,4588.72,4358.97,1
4634.36,4223.08,4232.31,4191.79,4281.03,4618.46,4339.49,1
4611.79,4204.1,4224.62,4211.28,4288.21,4621.54,4368.21,1
4617.95,4197.44,4205.13,4186.67,4277.95,4600,4350.26,0
4604.1,4191.79,4215.9,4195.38,4265.13,4586.15,4338.46,0
4605.13,4189.74,4232.31,4195.38,4272.82,4603.59,4350.26,1
4623.59,4207.18,4233.33,4202.05,4278.46,4606.67,4369.23,1
4628.21,4222.56,4242.05,4209.23,4273.33,4605.64,4345.64,1
4630.26,4201.54,4229.74,4211.79,4280,4614.36,4346.15,0
4618.97,4212.82,4235.38,4205.13,4271.79,4591.28,4342.05,0
4614.87,4193.85,4224.62,4203.08,4261.54,4609.23,4340,0
4595.38,4188.21,4227.18,4196.41,4284.1,4591.79,4384.1,1
4600,4185.13,4213.85,4188.21,4266.15,4582.56,4332.82,0
4644.1,4211.28,4232.82,4219.49,4301.03,4612.82,4365.64,0
4620,4195.38,4227.18,4195.9,4256.41,4586.15,4354.36,1
4590.26,4186.15,4210.26,4182.56,4278.46,4606.67,4337.44,0
4609.74,4202.56,4220,4183.08,4258.97,4587.69,4330.26,1
4616.41,4200.51,4266.15,4226.15,4302.56,4640,4413.85,1
4612.82,4202.05,4236.92,4216.41,4286.67,4623.59,4360,0
4616.41,4193.33,4214.87,4186.67,4268.72,4585.64,4332.31,0
4622.56,4202.56,4234.87,4187.18,4280,4606.67,4369.74,0
4582.05,4162.05,4221.03,4199.49,4292.82,4613.85,4445.64,0
4620,4200.51,4243.08,4193.33,4274.87,4598.97,4355.38,1
4607.18,4197.95,4216.92,4203.08,4269.23,4606.15,4348.21,0
4599.49,4187.18,4248.72,4227.18,4307.18,4672.82,4456.92,0
4650.26,4228.21,4272.31,4251.79,4315.9,4657.95,4412.31,0
4618.97,4194.36,4226.15,4200.51,4266.15,4585.13,4347.69,1
4608.21,4187.18,4227.18,4209.74,4263.59,4593.85,4346.67,0
4620,4202.05,4231.79,4211.28,4286.15,4615.9,4356.41,0
4628.21,4228.21,4248.21,4233.85,4295.9,4633.33,4374.36,1
4617.95,4228.72,4263.59,4312.31,4346.15,4796.92,4526.15,1
4608.72,4195.9,4232.82,4187.69,4249.23,4588.72,4342.05,0
4628.21,4213.85,4252.82,4209.23,4262.56,4619.49,4343.59,1
4594.87,4182.56,4217.44,4168.21,4278.97,4593.33,4349.23,0
4611.79,4187.69,4189.74,4172.31,4252.31,4561.03,4317.95,0
4607.69,4182.05,4196.41,4171.79,4248.72,4559.49,4317.44,0
4608.72,4177.95,4209.23,4172.82,4255.9,4546.67,4290.77,0
4621.03,4209.74,4249.23,4226.67,4289.74,4630.26,4371.79,0
4596.92,4185.13,4223.08,4189.74,4255.38,4593.85,4354.87,0
4597.95,4190.26,4213.85,4185.64,4263.59,4602.56,4330.26,1
4617.95,4209.74,4211.28,4196.92,4278.97,4608.72,4346.15,0
4626.15,4220,4226.15,4211.79,4280.51,4608.72,4363.59,0
4600.51,4190.26,4228.21,4174.36,4276.41,4592.82,4348.21,0
4727.69,4315.38,4348.72,4316.41,4393.85,4710.77,4464.62,0
4610.26,4184.1,4214.36,4186.15,4274.36,4576.92,4346.15,0
4611.79,4180,4205.64,4186.15,4261.03,4592.31,4341.54,0
4610.26,4198.46,4225.13,4183.08,4262.56,4603.59,4347.69,1
4614.36,4199.49,4249.23,4193.33,4291.79,4683.08,4405.64,1
4608.72,4207.18,4261.03,4212.82,4294.87,4613.85,4395.9,0
4603.08,4201.54,4227.69,4187.18,4270.26,4613.33,4345.13,0
4625.13,4213.33,4233.85,4210.26,4278.46,4594.36,4366.67,0
4646.15,4215.38,4223.08,4208.72,4287.18,4599.49,4351.79,0
4603.59,4188.21,4196.92,4174.36,4290.26,4570.26,4407.18,1
4611.79,4205.64,4229.74,4209.23,4284.1,4593.85,4350.77,0
4620,4195.38,4234.87,4224.1,4292.82,4637.95,4420.51,1
4612.82,4191.79,4222.05,4174.36,4270.77,4604.1,4363.59,1
4613.85,4204.1,4248.21,4220.51,4301.54,4634.36,4390.26,1
4634.36,4214.87,4240,4220,4286.67,4624.62,4382.05,1
4615.9,4208.72,4255.9,4216.41,4287.69,4622.56,4382.56,1
4598.46,4192.31,4224.62,4202.05,4282.56,4605.13,4391.79,0
4599.49,4194.87,4219.49,4192.82,4257.44,4589.23,4324.1,1
4599.49,4187.18,4223.59,4207.18,4271.28,4606.67,4358.46,1
4599.49,4187.69,4200,4190.26,4262.05,4592.82,4345.13,0
4602.05,4187.18,4222.56,4197.44,4287.18,4598.97,4354.87,0
4612.82,4207.18,4226.67,4205.13,4265.13,4611.28,4348.72,0
4614.36,4191.79,4217.44,4200,4261.54,4601.54,4347.69,0
4624.62,4216.41,4230.77,4202.05,4275.38,4618.46,4358.46,0
4613.33,4195.9,4230.77,4185.64,4260.51,4570.77,4338.97,1
4630.77,4214.36,4248.21,4221.03,4292.82,4607.69,4382.05,1
4611.28,4218.46,4261.54,4216.41,4291.79,4613.33,4391.79,0
4596.41,4204.1,4244.1,4226.67,4305.64,4649.23,4470.26,0
4575.9,4168.72,4194.36,4166.67,4255.9,4566.67,4346.15,1
4634.87,4222.56,4245.13,4241.54,4320,4653.85,4404.62,1
4610.77,4195.38,4230.26,4193.33,4266.67,4581.03,4362.56,1
4608.21,4197.44,4243.08,4220.51,4302.05,4617.95,4379.49,0
4611.79,4197.95,4229.23,4209.74,4274.36,4607.18,4340,0
4602.56,4200.51,4265.13,4239.49,4314.87,4677.95,4477.95,0
4609.74,4206.67,4257.44,4222.05,4289.74,4637.95,4398.46,1
4623.59,4202.56,4234.36,4207.18,4285.13,4615.9,4380.51,1
4593.33,4203.08,4240,4216.92,4295.38,4614.36,4373.85,0
4683.59,4258.97,4300,4284.1,4351.28,4680,4433.85,0
4631.79,4204.62,4211.79,4183.59,4286.67,4551.79,4346.15,1
4608.72,4202.56,4221.03,4207.18,4271.28,4594.36,4366.67,0
4580,4163.59,4195.38,4176.92,4265.64,4592.82,4329.23,1
4608.72,4196.92,4224.62,4175.38,4250.77,4562.05,4321.54,1
4617.44,4198.46,4210.26,4185.64,4271.28,4567.18,4358.46,1
4607.18,4192.31,4227.18,4192.31,4273.33,4595.9,4358.97,1
4612.82,4220,4272.82,4246.15,4319.49,4672.31,4452.31,1
4602.05,4194.36,4217.44,4180,4269.74,4588.72,4351.79,0
4643.08,4227.69,4267.69,4257.95,4319.49,4671.79,4427.18,1
4614.87,4198.97,4228.21,4204.1,4269.74,4579.49,4366.67,1
4596.92,4184.1,4226.67,4190.26,4270.26,4597.95,4332.31,0
4624.1,4211.79,4240.51,4221.54,4297.95,4639.49,4382.05,1
4630.77,4197.44,4226.15,4198.97,4281.03,4598.46,4346.15,0
4621.54,4204.1,4217.95,4203.59,4269.23,4577.95,4358.97,1
4597.44,4196.92,4208.21,4190.77,4265.64,4602.05,4342.56,0
4630.77,4210.26,4231.79,4193.33,4273.33,4589.23,4334.36,0
4627.69,4222.56,4238.46,4205.64,4271.28,4610.26,4347.18,0
4633.33,4224.62,4240,4208.21,4280.51,4598.97,4350.77,0
4607.18,4187.18,4214.36,4194.87,4273.33,4587.69,4359.49,1
4595.9,4190.26,4220,4202.05,4268.21,4598.97,4355.38,0
4618.46,4202.56,4230.26,4209.23,4264.1,4590.26,4345.64,0
4603.59,4181.03,4224.1,4195.38,4277.44,4579.49,4344.62,1
4617.44,4207.18,4228.21,4208.72,4278.97,4614.87,4338.97,1
4598.46,4166.67,4205.13,4188.21,4261.03,4572.31,4334.36,1
4607.18,4190.26,4215.38,4198.97,4282.05,4590.26,4368.21,1
4622.05,4218.46,4229.23,4207.69,4302.05,4593.85,4383.59,1
4623.08,4204.1,4239.49,4225.64,4295.38,4622.05,4392.31,1
4625.64,4221.54,4250.77,4236.92,4298.97,4638.46,4376.92,1
4591.79,4178.46,4219.49,4161.54,4266.67,4595.38,4352.82,0
4676.92,4262.56,4288.21,4229.74,4334.36,4646.15,4426.67,1
4589.74,4175.38,4214.36,4187.18,4257.44,4596.41,4328.72,1
4600,4198.46,4235.38,4185.13,4252.82,4583.08,4322.56,1
4622.56,4215.38,4237.95,4208.21,4288.21,4628.21,4376.92,1
4609.74,4196.41,4215.38,4193.33,4260.51,4591.79,4330.26,0
4634.36,4209.23,4232.31,4197.44,4262.05,4615.38,4381.03,0
4600,4181.03,4231.79,4198.97,4267.69,4602.56,4353.85,1
4625.64,4214.36,4235.9,4217.95,4273.33,4608.72,4362.05,1
4595.38,4183.59,4212.82,4177.95,4263.59,4592.82,4358.97,1
4587.18,4171.28,4191.28,4173.33,4286.15,4570.26,4413.85,1
4612.82,4205.64,4235.9,4212.31,4282.56,4617.95,4380.51,1
4617.44,4203.59,4229.23,4200.51,4265.13,4589.23,4348.72,0
4600,4185.13,4213.33,4180,4271.79,4570.26,4347.69,0
4618.46,4207.69,4240.51,4221.54,4279.49,4626.67,4364.62,0
4631.28,4219.49,4256.41,4215.9,4289.23,4622.56,4372.31,1
4627.18,4215.9,4234.87,4204.1,4282.05,4607.18,4368.72,1
4709.74,4296.41,4342.05,4316.92,4381.54,4708.72,4460.51,0
4604.62,4192.82,4225.64,4165.64,4272.31,4613.33,4382.56,1
4613.85,4182.56,4196.92,4172.82,4248.72,4563.08,4323.59,0
4584.1,4163.08,4209.74,4211.79,4303.08,4642.05,4425.64,1
4613.33,4198.46,4222.05,4201.54,4276.41,4596.41,4342.56,0
4610.26,4194.36,4237.44,4238.97,4303.08,4674.87,4472.31,1
4612.31,4179.49,4212.82,4167.18,4245.13,4537.95,4274.87,0
4617.44,4209.23,4227.69,4192.82,4275.9,4598.46,4357.95,0
4617.95,4201.54,4228.21,4204.1,4267.69,4609.23,4341.54,0
4637.95,4223.59,4240.51,4198.46,4274.87,4585.13,4335.9,1
4635.9,4218.46,4237.95,4203.59,4296.92,4623.08,4377.95,1
4611.79,4198.97,4233.33,4210.26,4283.59,4611.79,4360,1
4598.46,4192.82,4231.79,4212.82,4278.46,4606.15,4366.15,0
4612.31,4204.1,4234.36,4204.1,4267.18,4592.31,4340,0
4668.21,4252.82,4264.62,4204.62,4323.59,4612.31,4403.59,1
4603.59,4172.31,4216.41,4182.56,4267.18,4584.1,4346.15,1
4618.97,4202.05,4246.67,4215.38,4286.15,4619.49,4366.15,1
4611.79,4204.62,4220,4195.9,4270.26,4609.74,4344.1,0
4612.31,4195.38,4218.97,4202.05,4275.38,4603.08,4363.59,1
4597.44,4187.18,4231.28,4194.87,4256.41,4590.26,4343.59,0
4627.18,4180.51,4210.26,4178.97,4256.41,4560.51,4297.44,0
4625.13,4212.31,4245.13,4225.13,4287.18,4628.21,4385.13,1
4598.46,4182.56,4213.85,4207.69,4303.08,4641.03,4478.97,0
4604.1,4203.08,4229.74,4203.08,4283.08,4605.13,4354.87,0
4616.41,4189.74,4217.95,4189.23,4286.15,4602.56,4369.23,1
4603.08,4168.72,4216.92,4181.54,4251.28,4558.46,4311.79,0
4637.95,4201.54,4247.69,4221.03,4294.87,4631.79,4370.77,0
4616.92,4210.77,4233.85,4187.69,4281.54,4580.51,4343.08,0
4582.56,4171.28,4195.9,4178.97,4265.13,4581.54,4360.51,1
4627.69,4196.92,4218.46,4197.95,4276.41,4585.13,4349.74,0
4613.33,4196.41,4218.97,4179.49,4258.97,4594.87,4335.9,0
4622.05,4220.51,4247.69,4218.97,4286.67,4620,4378.97,1
4622.56,4203.08,4224.62,4195.38,4283.59,4613.33,4373.33,1
4605.64,4186.67,4198.46,4137.95,4251.28,4501.03,4268.72,0
4589.74,4181.03,4218.46,4171.79,4290.77,4623.08,4410.26,1
4620,4200.51,4239.49,4156.92,4253.85,4589.23,4337.44,0
4610.77,4204.62,4252.31,4219.49,4304.62,4626.15,4393.33,1
4620,4218.46,4237.44,4205.64,4268.21,4590.77,4348.72,0
4604.62,4188.72,4235.9,4194.87,4268.21,4597.44,4326.67,0
4634.87,4206.15,4238.46,4203.08,4274.87,4606.15,4343.08,0
4657.95,4206.15,4223.08,4182.56,4266.67,4558.97,4306.15,0
4610.26,4203.59,4229.74,4206.15,4278.97,4612.82,4354.36,0
4626.67,4204.1,4235.9,4201.54,4277.44,4617.44,4370.77,1
4609.23,4198.46,4233.85,4216.92,4271.79,4595.9,4351.79,0
4618.46,4208.72,4253.85,4209.23,4279.49,4617.44,4365.64,1
4617.95,4207.18,4216.92,4192.31,4269.74,4603.59,4353.85,0
4633.85,4219.49,4238.46,4201.03,4286.67,4626.67,4345.13,1
4655.9,4231.28,4259.49,4231.28,4304.1,4627.18,4387.69,0
4606.15,4194.87,4225.64,4193.33,4280,4603.08,4357.95,0
4630.26,4222.05,4246.15,4207.69,4283.08,4607.69,4369.23,1
4633.85,4206.15,4239.49,4210.77,4289.74,4613.85,4375.38,0
4607.69,4214.36,4231.28,4198.46,4274.36,4611.28,4351.28,0
4610.26,4196.41,4241.03,4182.05,4268.72,4608.72,4370.26,0
4603.08,4200,4224.62,4199.49,4274.36,4602.56,4355.38,0
4605.64,4198.97,4220,4201.03,4270.26,4610.77,4349.23,0
4612.82,4203.59,4230.77,4200.51,4280,4615.9,4355.38,1
4639.49,4224.62,4249.23,4215.38,4297.95,4599.49,4355.38,0
4620.51,4209.23,4232.31,4223.08,4284.62,4619.49,4363.08,1
4603.59,4186.67,4215.38,4197.44,4254.36,4584.1,4336.41,0
4609.23,4194.36,4235.9,4201.03,4281.54,4594.36,4368.21,0
4634.36,4216.92,4235.38,4246.15,4325.13,4675.9,4429.74,1
4640.51,4205.64,4246.67,4221.54,4286.15,4635.38,4384.1,1
4603.59,4181.03,4223.08,4188.21,4277.95,4595.9,4346.67,0
4597.95,4185.64,4217.95,4203.59,4280,4601.54,4376.92,0
4597.44,4189.23,4223.59,4191.79,4262.56,4615.9,4334.87,1
4620.51,4205.64,4243.59,4187.69,4284.1,4605.13,4372.31,0
4604.1,4184.62,4220,4189.74,4248.21,4582.56,4315.38,0
4635.9,4214.36,4265.13,4267.69,4330.77,4737.44,4493.85,1
4609.74,4206.15,4242.56,4216.92,4272.31,4615.9,4362.56,0
4600.51,4196.92,4246.15,4207.69,4304.62,4714.87,4472.31,1
4603.08,4170.26,4210.26,4174.87,4248.72,4551.79,4296.92,0
4623.08,4213.85,4253.33,4211.28,4279.49,4610.77,4348.21,1
4623.59,4224.1,4246.15,4210.77,4269.74,4613.33,4348.72,0
4612.31,4214.36,4240.51,4198.97,4267.18,4613.85,4331.79,1
4616.41,4191.79,4221.03,4196.41,4270.77,4590.26,4336.92,1
4646.67,4239.49,4275.38,4290.26,4326.67,4745.13,4453.85,1
4609.74,4192.82,4229.23,4196.92,4272.82,4599.49,4346.67,1
4601.03,4186.15,4223.08,4194.36,4275.38,4593.33,4340.51,0
4633.33,4216.92,4229.74,4210.26,4285.13,4604.1,4374.87,1
4610.26,4192.31,4229.23,4200.51,4269.23,4616.41,4341.54,0
4606.67,4196.41,4227.18,4201.03,4277.95,4625.13,4343.59,1
4616.41,4206.67,4249.23,4225.13,4277.95,4616.92,4366.67,0
4688.21,4272.82,4312.31,4295.38,4356.92,4711.28,4462.05,1
4608.72,4192.31,4213.33,4193.85,4268.72,4580,4323.08,0
4587.18,4196.41,4231.28,4195.9,4267.18,4603.08,4344.1,1
4619.49,4200.51,4226.15,4195.9,4260.51,4601.03,4351.79,0
4617.44,4215.9,4251.28,4215.9,4268.21,4604.62,4362.05,0
4596.92,4186.15,4216.41,4216.92,4298.46,4654.36,4461.03,0
4615.38,4189.23,4222.05,4184.62,4264.62,4601.54,4348.21,1
4629.23,4227.69,4234.36,4217.95,4279.49,4618.46,4367.18,1
4598.46,4198.46,4213.33,4181.03,4272.82,4591.28,4329.74,1
4657.44,4240,4271.79,4253.33,4309.74,4657.44,4416.41,0
4616.92,4197.95,4231.79,4212.82,4266.67,4621.54,4351.79,1
