AF3,F7,F3,F4,F8,AF4,label
4338.46,3980.51,4268.21,4294.36,4629.23,4405.13,1
4291.79,3993.33,4263.08,4272.31,4585.13,4347.18,1
4285.13,4004.1,4246.15,4262.05,4586.67,4354.36,1
4288.72,4008.21,4243.59,4260,4598.46,4335.9,0
4266.67,3973.85,4230.77,4267.69,4596.41,4335.9,0
4298.97,4015.9,4265.64,4274.36,4614.36,4363.08,0
4306.67,3999.49,4247.69,4271.79,4602.56,4370.26,1
4283.59,3980.51,4261.54,4286.15,4609.23,4356.41,0
4288.72,4003.08,4250.77,4267.18,4596.92,4351.79,0
4314.36,4000,4265.64,4278.97,4601.54,4356.92,1
4257.95,4012.82,4230.77,4251.79,4546.15,4294.87,0
4280,3998.46,4252.31,4278.46,4612.82,4336.41,1
4277.95,3990.26,4240,4273.85,4589.23,4347.69,1
4275.38,3991.28,4244.62,4259.49,4596.92,4327.18,1
4284.1,4003.08,4261.03,4274.36,4600,4363.59,1
4293.33,3990.77,4251.28,4262.05,4606.67,4338.97,0
4302.56,4033.85,4261.03,4267.18,4584.62,4343.08,1
4297.44,3998.97,4267.18,4283.59,4621.03,4353.85,0
4408.21,4038.46,4289.23,4307.18,4692.31,4467.69,0
4306.15,4040,4255.9,4281.03,4601.54,4356.92,0
4303.59,4034.36,4247.69,4276.41,4600,4351.28,0
4282.05,4000,4260.51,4270.26,4605.64,4348.72,0
4286.67,3937.44,4246.67,4271.28,4593.85,4342.05,0
4313.33,4025.64,4277.44,4266.67,4595.38,4371.79,0
4284.62,4008.72,4262.56,4270.26,4606.15,4347.69,1
4445.13,4140.51,4307.18,4309.23,4632.82,4466.15,0
4274.87,3977.44,4266.67,4273.33,4583.08,4336.92,0
4292.82,4001.03,4246.15,4282.05,4626.67,4365.64,0
4303.59,4055.38,4261.03,4284.1,4609.23,4350.26,0
4276.92,3976.41,4260.51,4288.72,4611.28,4347.18,0
4295.9,3997.44,4255.9,4269.23,4597.44,4348.72,0
4310.77,4027.69,4264.62,4270.26,4604.62,4364.1,1
4290.26,4009.23,4263.59,4274.87,4613.85,4377.95,1
4314.87,4014.36,4272.31,4273.85,4593.85,4353.85,0
4263.08,3958.97,4230.77,4262.05,4572.31,4320,0
4277.44,3977.95,4246.67,4262.56,4609.23,4336.41,0
4297.44,3994.87,4263.59,4286.15,4618.46,4368.21,0
4305.64,4010.77,4266.15,4288.72,4618.46,4371.79,1
4314.36,4028.72,4248.21,4256.41,4574.87,4363.08,1
4287.69,4004.1,4260.51,4279.49,4606.15,4357.95,0
4278.46,3995.38,4239.49,4254.36,4576.92,4351.28,1
4287.69,4004.62,4263.59,4279.49,4604.62,4351.79,0
4274.36,3985.13,4248.72,4275.38,4583.08,4355.38,0
4291.28,3994.36,4262.05,4287.69,4607.18,4358.46,0
4297.95,4028.21,4264.1,4271.79,4588.72,4358.97,1
4276.41,4002.56,4236.92,4281.03,4618.46,4339.49,1
4318.46,4039.49,4266.15,4288.21,4621.54,4368.21,1
4270.26,3986.67,4260,4277.95,4600,4350.26,0
4266.67,3992.31,4248.72,4265.13,4586.15,4338.46,0
4308.72,4042.05,4273.33,4272.82,4603.59,4350.26,1
4313.33,4011.28,4278.46,4278.46,4606.67,4369.23,1
4270.77,3988.21,4241.54,4273.33,4605.64,4345.64,1
4294.87,3994.87,4265.13,4280,4614.36,4346.15,0
4288.21,3976.92,4262.05,4271.79,4591.28,4342.05,0
4274.36,3980.51,4250.77,4261.54,4609.23,4340,0
4337.95,4061.54,4288.21,4284.1,4591.79,4384.1,1
4272.82,4004.1,4261.54,4266.15,4582.56,4332.82,0
4311.79,4050.77,4293.85,4301.03,4612.82,4365.64,0
4289.74,4019.49,4248.72,4256.41,4586.15,4354.36,1
4298.46,4053.85,4273.85,4278.46,4606.67,4337.44,0
4284.62,3993.85,4260.51,4258.97,4587.69,4330.26,1
4363.59,3996.92,4285.13,4302.56,4640,4413.85,1
4300,4006.67,4256.41,4286.67,4623.59,4360,0
4270.26,3980,4248.72,4268.72,4585.64,4332.31,0
4299.49,4007.69,4281.03,4280,4606.67,4369.74,0
4417.95,4091.28,4282.05,4292.82,4613.85,4445.64,0
4289.74,3994.36,4266.15,4274.87,4598.97,4355.38,1
4286.67,4008.72,4252.31,4269.23,4606.15,4348.21,0
4410.77,4045.64,4292.82,4307.18,4672.82,4456.92,0
4356.41,4046.15,4347.69,4315.9,4657.95,4412.31,0
4273.33,3993.33,4259.49,4266.15,4585.13,4347.69,1
4273.85,3975.38,4252.82,4263.59,4593.85,4346.67,0
4305.64,4007.18,4265.64,4286.15,4615.9,4356.41,0
4320.51,4045.13,4264.1,4295.9,4633.33,4374.36,1
4412.82,3982.05,4278.97,4346.15,4796.92,4526.15,1
4285.13,3995.9,4249.74,4249.23,4588.72,4342.05,0
4280,3996.92,4247.18,4262.56,4619.49,4343.59,1
4301.54,4025.13,4258.97,4278.97,4593.33,4349.23,0
4269.74,4022.05,4245.64,4252.31,4561.03,4317.95,0
4264.62,4023.08,4235.9,4248.72,4559.49,4317.44,0
4251.79,4015.38,4231.28,4255.9,4546.67,4290.77,0
4288.72,3993.85,4257.95,4289.74,4630.26,4371.79,0
4287.69,4007.69,4270.26,4255.38,4593.85,4354.87,0
4268.72,4022.56,4262.05,4263.59,4602.56,4330.26,1
4280.51,4027.69,4264.62,4278.97,4608.72,4346.15,0
4302.56,4023.08,4277.44,4280.51,4608.72,4363.59,0
4291.28,4009.23,4243.59,4276.41,4592.82,4348.21,0
4412.82,4112.82,4385.64,4393.85,4710.77,4464.62,0
4302.56,4013.85,4265.13,4274.36,4576.92,4346.15,0
4282.05,4016.92,4247.18,4261.03,4592.31,4341.54,0
4265.64,3973.85,4229.74,4262.56,4603.59,4347.69,1
4313.33,3954.36,4249.74,4291.79,4683.08,4405.64,1
4318.46,4020.51,4252.82,4294.87,4613.85,4395.9,0
4304.1,4059.49,4265.13,4270.26,4613.33,4345.13,0
4297.44,4020,4263.59,4278.46,4594.36,4366.67,0
4297.95,4040.51,4280,4287.18,4599.49,4351.79,0
4389.23,4092.82,4295.9,4290.26,4570.26,4407.18,1
4302.56,3992.31,4268.72,4284.1,4593.85,4350.77,0
4354.36,4017.95,4281.54,4292.82,4637.95,4420.51,1
4284.62,3968.72,4236.41,4270.77,4604.1,4363.59,1
4339.49,4011.28,4294.87,4301.54,4634.36,4390.26,1
4287.18,3973.85,4266.67,4286.67,4624.62,4382.05,1
4311.28,4001.54,4254.36,4287.69,4622.56,4382.56,1
4344.1,4047.69,4262.56,4282.56,4605.13,4391.79,0
4255.9,3979.49,4241.03,4257.44,4589.23,4324.1,1
4319.49,4018.97,4269.74,4271.28,4606.67,4358.46,1
4297.44,4041.03,4253.33,4262.05,4592.82,4345.13,0
4305.13,4004.62,4263.59,4287.18,4598.97,4354.87,0
4291.28,3994.36,4255.38,4265.13,4611.28,4348.72,0
4287.69,4019.49,4250.77,4261.54,4601.54,4347.69,0
4286.15,3960.51,4261.54,4275.38,4618.46,4358.46,0
4278.46,4016.41,4263.59,4260.51,4570.77,4338.97,1
4299.49,3972.31,4260,4292.82,4607.69,4382.05,1
4323.08,4028.72,4269.23,4291.79,4613.33,4391.79,0
4422.05,4084.62,4280,4305.64,4649.23,4470.26,0
4295.9,4002.56,4248.21,4255.9,4566.67,4346.15,1
4342.05,3976.41,4270.26,4320,4653.85,4404.62,1
4288.21,4008.21,4261.54,4266.67,4581.03,4362.56,1
4316.41,4020,4286.15,4302.05,4617.95,4379.49,0
4282.05,3988.21,4252.82,4274.36,4607.18,4340,0
4440.51,4074.36,4296.92,4314.87,4677.95,4477.95,0
4327.69,3985.13,4279.49,4289.74,4637.95,4398.46,1
4321.54,4019.49,4281.03,4285.13,4615.9,4380.51,1
4316.92,3989.23,4274.36,4295.38,4614.36,4373.85,0
4375.9,4085.13,4332.31,4351.28,4680,4433.85,0
4285.13,4025.64,4279.49,4286.67,4551.79,4346.15,1
4287.69,4018.97,4264.1,4271.28,4594.36,4366.67,0
4278.97,3987.69,4243.08,4265.64,4592.82,4329.23,1
4267.69,3947.69,4217.95,4250.77,4562.05,4321.54,1
4307.18,3994.36,4260,4271.28,4567.18,4358.46,1
4291.28,3988.21,4263.08,4273.33,4595.9,4358.97,1
4383.59,3994.87,4301.03,4319.49,4672.31,4452.31,1
4283.59,3982.05,4247.69,4269.74,4588.72,4351.79,0
4349.23,4052.82,4322.56,4319.49,4671.79,4427.18,1
4315.9,4034.36,4269.23,4269.74,4579.49,4366.67,1
4277.95,4005.64,4265.64,4270.26,4597.95,4332.31,0
4332.82,4017.95,4289.74,4297.95,4639.49,4382.05,1
4278.46,3980,4263.59,4281.03,4598.46,4346.15,0
4289.23,3973.85,4261.54,4269.23,4577.95,4358.97,1
4294.36,4044.1,4258.97,4265.64,4602.05,4342.56,0
4258.97,3979.49,4245.13,4273.33,4589.23,4334.36,0
4278.46,3978.97,4247.69,4271.28,4610.26,4347.18,0
4284.62,3998.46,4251.79,4280.51,4598.97,4350.77,0
4284.62,4000.51,4252.31,4273.33,4587.69,4359.49,1
4298.97,3992.82,4265.13,4268.21,4598.97,4355.38,0
4306.67,4012.82,4260.51,4264.1,4590.26,4345.64,0
4293.85,4002.05,4265.64,4277.44,4579.49,4344.62,1
4277.44,4023.08,4255.9,4278.97,4614.87,4338.97,1
4267.69,3973.33,4247.69,4261.03,4572.31,4334.36,1
4296.92,4000,4263.08,4282.05,4590.26,4368.21,1
4342.05,4071.28,4293.85,4302.05,4593.85,4383.59,1
4319.49,3981.54,4278.46,4295.38,4622.05,4392.31,1
4322.56,4049.23,4264.62,4298.97,4638.46,4376.92,1
4297.44,4000,4265.13,4266.67,4595.38,4352.82,0
4402.05,4078.46,4334.36,4334.36,4646.15,4426.67,1
4283.08,3994.36,4260,4257.44,4596.41,4328.72,1
4277.95,4006.67,4247.18,4252.82,4583.08,4322.56,1
4311.79,4012.31,4267.18,4288.21,4628.21,4376.92,1
4267.69,3978.97,4246.67,4260.51,4591.79,4330.26,0
4311.79,4007.18,4250.77,4262.05,4615.38,4381.03,0
4301.54,3963.08,4245.13,4267.69,4602.56,4353.85,1
4298.46,4001.54,4262.56,4273.33,4608.72,4362.05,1
4302.05,4000.51,4244.62,4263.59,4592.82,4358.97,1
4401.54,4091.28,4293.85,4286.15,4570.26,4413.85,1
4313.33,4006.67,4265.64,4282.56,4617.95,4380.51,1
4277.95,3972.31,4260.51,4265.13,4589.23,4348.72,0
4278.97,4013.85,4262.56,4271.79,4570.26,4347.69,0
4296.41,3992.31,4246.67,4279.49,4626.67,4364.62,0
4305.64,4012.82,4271.28,4289.23,4622.56,4372.31,1
4311.79,4016.41,4277.44,4282.05,4607.18,4368.72,1
4405.13,4091.79,4365.64,4381.54,4708.72,4460.51,0
4316.92,3968.21,4253.33,4272.31,4613.33,4382.56,1
4271.79,4031.79,4244.1,4248.72,4563.08,4323.59,0
4393.85,4063.59,4302.05,4303.08,4642.05,4425.64,1
4277.44,4007.18,4262.05,4276.41,4596.41,4342.56,0
4407.69,4047.18,4277.95,4303.08,4674.87,4472.31,1
4226.67,3992.31,4230.26,4245.13,4537.95,4274.87,0
4293.33,4003.59,4248.72,4275.9,4598.46,4357.95,0
4274.36,3999.49,4244.62,4267.69,4609.23,4341.54,0
4270.26,3964.1,4245.64,4274.87,4585.13,4335.9,1
4318.46,4025.13,4295.38,4296.92,4623.08,4377.95,1
4309.23,4007.18,4263.08,4283.59,4611.79,4360,1
4311.79,3997.95,4264.1,4278.46,4606.15,4366.15,0
4283.08,3941.03,4250.77,4267.18,4592.31,4340,0
4376.92,4047.69,4322.05,4323.59,4612.31,4403.59,1
4285.13,4002.05,4257.44,4267.18,4584.1,4346.15,1
4301.54,4006.67,4273.33,4286.15,4619.49,4366.15,1
4288.21,4040,4256.92,4270.26,4609.74,4344.1,0
4317.95,4014.87,4278.97,4275.38,4603.08,4363.59,1
4279.49,3988.72,4254.87,4256.41,4590.26,4343.59,0
4274.87,4049.74,4262.56,4256.41,4560.51,4297.44,0
4307.18,4007.18,4269.74,4287.18,4628.21,4385.13,1
4462.05,4136.92,4300.51,4303.08,4641.03,4478.97,0
4297.95,3975.38,4259.49,4283.08,4605.13,4354.87,0
4311.79,4001.03,4280.51,4286.15,4602.56,4369.23,1
4249.23,4008.21,4234.87,4251.28,4558.46,4311.79,0
4312.31,4005.64,4279.49,4294.87,4631.79,4370.77,0
4296.92,3996.92,4260.51,4281.54,4580.51,4343.08,0
4300,4010.26,4260,4265.13,4581.54,4360.51,1
4280.51,3993.33,4262.56,4276.41,4585.13,4349.74,0
4275.9,3991.79,4251.79,4258.97,4594.87,4335.9,0
4317.95,4008.21,4266.15,4286.67,4620,4378.97,1
4312.82,4004.1,4275.9,4283.59,4613.33,4373.33,1
4243.59,4011.79,4262.05,4251.28,4501.03,4268.72,0
4344.62,3991.79,4263.59,4290.77,4623.08,4410.26,1
4284.1,3992.82,4262.56,4253.85,4589.23,4337.44,0
4330.77,3990.26,4287.18,4304.62,4626.15,4393.33,1
4298.46,3998.46,4251.28,4268.21,4590.77,4348.72,0
4272.31,4018.46,4255.9,4268.21,4597.44,4326.67,0
4289.23,3997.44,4268.21,4274.87,4606.15,4343.08,0
4283.08,4071.79,4275.38,4266.67,4558.97,4306.15,0
4302.05,3991.79,4264.1,4278.97,4612.82,4354.36,0
4310.77,4004.62,4274.87,4277.44,4617.44,4370.77,1
4303.59,4005.64,4266.15,4271.79,4595.9,4351.79,0
4305.13,4021.03,4270.77,4279.49,4617.44,4365.64,1
4301.54,4005.64,4251.28,4269.74,4603.59,4353.85,0
4292.82,4016.92,4251.79,4286.67,4626.67,4345.13,1
4337.44,4040,4322.56,4304.1,4627.18,4387.69,0
4303.08,4055.38,4265.64,4280,4603.08,4357.95,0
4314.87,4021.03,4283.59,4283.08,4607.69,4369.23,1
4314.36,4022.05,4286.15,4289.74,4613.85,4375.38,0
4294.36,4055.9,4265.13,4274.36,4611.28,4351.28,0
4299.49,4007.69,4265.64,4268.72,4608.72,4370.26,0
4290.26,4005.13,4255.38,4274.36,4602.56,4355.38,0
4302.56,4057.95,4263.59,4270.26,4610.77,4349.23,0
4278.46,3996.41,4252.31,4280,4615.9,4355.38,1
4289.74,3995.9,4277.95,4297.95,4599.49,4355.38,0
4310.26,4032.31,4264.1,4284.62,4619.49,4363.08,1
4272.82,3962.56,4254.87,4254.36,4584.1,4336.41,0
4292.31,3986.67,4255.38,4281.54,4594.36,4368.21,0
4355.38,3984.62,4279.49,4325.13,4675.9,4429.74,1
4294.36,3974.36,4261.03,4286.15,4635.38,4384.1,1
4292.31,4016.92,4264.62,4277.95,4595.9,4346.67,0
4311.28,4016.92,4280,4280,4601.54,4376.92,0
4278.97,3995.9,4242.05,4262.56,4615.9,4334.87,1
4298.46,4001.54,4268.72,4284.1,4605.13,4372.31,0
4250.77,3989.23,4241.03,4248.21,4582.56,4315.38,0
4394.87,4020.51,4304.62,4330.77,4737.44,4493.85,1
4297.95,3991.79,4250.77,4272.31,4615.9,4362.56,0
4382.05,4011.79,4260,4304.62,4714.87,4472.31,1
4250.26,4010.26,4213.85,4248.72,4551.79,4296.92,0
4289.23,4027.69,4268.21,4279.49,4610.77,4348.21,1
4277.44,3986.15,4246.15,4269.74,4613.33,4348.72,0
4274.36,4021.54,4247.18,4267.18,4613.85,4331.79,1
4288.72,4018.46,4267.69,4270.77,4590.26,4336.92,1
4340.51,3921.54,4253.85,4326.67,4745.13,4453.85,1
4270.26,3974.36,4247.69,4272.82,4599.49,4346.67,1
4284.1,4011.28,4253.33,4275.38,4593.33,4340.51,0
4304.1,4012.31,4267.69,4285.13,4604.1,4374.87,1
4277.44,4009.23,4258.97,4269.23,4616.41,4341.54,0
4283.59,4025.13,4263.08,4277.95,4625.13,4343.59,1
4308.72,4000,4263.08,4277.95,4616.92,4366.67,0
4389.74,4075.9,4352.31,4356.92,4711.28,4462.05,1
4272.31,3999.49,4252.82,4268.72,4580,4323.08,0
4296.41,4014.36,4257.95,4267.18,4603.08,4344.1,1
4283.08,3981.03,4252.82,4260.51,4601.03,4351.79,0
4298.97,3992.82,4262.05,4268.21,4604.62,4362.05,0
4424.1,4092.82,4291.79,4298.46,4654.36,4461.03,0
4295.38,3997.44,4261.54,4264.62,4601.54,4348.21,1
4311.79,4041.03,4260.51,4279.49,4618.46,4367.18,1
4272.82,3955.9,4261.54,4272.82,4591.28,4329.74,1
4354.36,4054.36,4329.74,4309.74,4657.44,4416.41,0
4290.26,4014.87,4251.28,4266.67,4621.54,4351.79,1
4288.21,3999.49,4269.23,4275.38,4593.33,4353.85,1
4280,3986.15,4253.33,4271.28,4588.21,4353.85,0
4310.26,4021.03,4260,4289.74,4612.31,4382.05,0
4300.51,4010.77,4251.28,4267.69,4592.82,4350.26,0
4269.23,4003.08,4255.38,4261.03,4596.92,4332.31,0
4277.44,4008.21,4234.36,4251.79,4592.82,4329.74,0
4282.05,3998.46,4238.46,4260,4590.77,4351.79,1
4293.33,4021.54,4252.82,4254.36,4592.31,4359.49,1
4294.36,3989.74,4262.05,4273.33,4598.97,4356.92,0
4292.82,3957.95,4241.03,4267.18,4590.77,4350.77,1
4306.67,4014.36,4265.64,4276.92,4603.59,4358.46,0
4311.28,4037.95,4278.46,4293.33,4622.56,4362.05,0
4292.82,4012.82,4261.03,4267.18,4583.08,4362.05,1
4302.56,4020,4260.51,4282.56,4596.92,4351.79,0
4264.1,4034.36,4243.59,4246.67,4583.59,4324.1,0
4363.59,4052.31,4358.97,4330.26,4673.85,4416.41,0
4284.1,4001.03,4264.62,4278.46,4600,4363.59,1
4300.51,4004.62,4259.49,4271.79,4599.49,4354.87,0
4285.64,4025.13,4260.51,4276.92,4624.62,4351.28,1
4290.26,4045.64,4249.74,4254.87,4595.38,4338.46,0
4288.72,4013.85,4257.44,4279.49,4613.85,4349.23,0
4293.85,4004.1,4263.08,4266.67,4611.28,4358.97,0
4281.03,3990.77,4249.23,4269.23,4608.21,4336.41,0
4292.31,4010.26,4257.95,4265.13,4597.95,4341.54,0
4314.36,4000.51,4278.46,4297.44,4624.1,4371.28,0
4257.44,3988.21,4240.51,4260,4573.33,4306.15,0
4277.95,4009.23,4249.23,4266.15,4593.33,4336.41,0
4297.44,4043.08,4267.69,4282.56,4609.23,4355.9,0
4300,4007.18,4284.62,4268.72,4592.31,4363.59,0
4297.95,4016.41,4271.28,4260.51,4591.28,4361.54,0
4208.72,3967.18,4214.36,4228.21,4526.67,4265.13,1
4286.15,3996.41,4251.79,4277.95,4620,4336.92,1
4304.62,4008.72,4263.08,4267.69,4633.33,4381.54,1
4282.56,3994.87,4267.18,4282.05,4605.13,4355.9,0
4309.23,4029.74,4278.97,4288.72,4610.26,4352.82,0
4222.05,4064.62,4231.79,4218.97,4480,4233.33,0
4329.74,3975.38,4264.62,4286.15,4612.82,4381.03,1
4279.49,4000.51,4262.56,4275.38,4610.77,4352.82,1
4303.59,3983.08,4259.49,4301.54,4622.05,4373.33,1
4294.87,4015.9,4261.54,4265.64,4600,4349.74,1
4206.67,3957.44,4215.9,4248.21,4536.92,4272.31,0
4280.51,4017.95,4250.26,4264.62,4594.87,4338.46,0
4333.85,3964.62,4261.03,4295.9,4690.77,4431.79,1
4282.05,3976.41,4250.26,4260,4586.67,4336.92,0
4273.33,3997.44,4254.36,4274.36,4591.28,4352.31,0
4367.18,4017.95,4273.85,4304.62,4654.87,4443.08,1
4275.9,4022.56,4248.72,4261.54,4585.13,4334.87,0
4304.1,3975.9,4269.74,4288.21,4639.49,4389.74,1
4306.67,4010.77,4268.72,4278.97,4637.44,4390.26,1
4317.95,4015.9,4281.03,4295.38,4624.1,4382.56,1
4306.15,4013.33,4268.72,4281.03,4593.33,4368.72,1
4366.15,4004.62,4295.38,4317.44,4717.44,4465.64,1
4292.82,3980,4250.77,4268.72,4579.49,4341.03,0
4316.41,4021.54,4271.28,4284.62,4617.95,4374.36,0
4310.77,4059.49,4263.59,4277.44,4623.59,4368.72,0
4283.08,3974.36,4250.26,4256.41,4591.28,4341.03,0
4314.36,4042.05,4265.13,4293.85,4620,4373.33,1
4275.9,4016.92,4274.87,4274.36,4544.62,4329.23,1
4269.74,4017.95,4234.36,4251.79,4605.64,4335.38,1
4308.21,4026.15,4254.36,4278.97,4615.9,4367.69,0
4255.38,4042.56,4263.59,4265.64,4599.49,4306.67,0
4292.31,4027.18,4246.67,4269.74,4585.64,4343.59,0
4278.46,4028.21,4247.69,4262.05,4596.92,4342.56,0
4301.54,4008.72,4263.59,4285.13,4579.49,4358.97,1
4294.87,4017.95,4258.97,4262.56,4574.36,4350.26,1
4282.56,3962.56,4236.41,4283.08,4607.18,4367.69,1
4292.31,4000,4250.77,4271.28,4602.05,4360,1
4295.9,3991.79,4261.03,4278.97,4577.95,4347.18,0
4269.74,3965.13,4237.95,4257.44,4585.13,4328.72,1
4298.97,3992.82,4268.72,4267.69,4601.03,4365.64,0
4293.85,4020,4249.23,4253.33,4577.44,4349.74,1
4220,3974.36,4234.36,4248.21,4547.69,4285.13,0
4347.18,3980,4265.64,4283.59,4600,4393.85,1
4265.13,3990.26,4251.28,4267.69,4597.95,4341.03,1
4329.23,4015.9,4296.41,4296.41,4608.72,4376.92,1
4278.46,3992.82,4262.05,4290.77,4592.31,4348.72,0
4302.56,4011.79,4265.64,4280.51,4608.72,4360,1
4268.21,4029.23,4239.49,4252.31,4559.49,4314.36,0
4278.97,3991.28,4261.03,4262.56,4590.77,4338.97,1
4347.18,4048.21,4331.28,4310.77,4647.18,4404.1,0
4265.64,3966.67,4245.13,4267.69,4595.9,4336.41,1
4286.15,4019.49,4264.1,4275.9,4613.33,4349.74,1
4300,3979.49,4250.26,4286.15,4614.36,4363.08,1
4314.87,4025.64,4258.46,4283.08,4651.28,4380,1
4291.28,3967.18,4283.08,4296.41,4611.79,4341.03,0
4276.92,3973.33,4249.74,4272.31,4581.54,4335.38,0
4312.31,4013.85,4247.18,4290.26,4610.77,4387.69,0
4286.67,3994.87,4264.1,4271.79,4605.64,4346.15,0
4295.38,4047.18,4269.74,4273.33,4598.46,4343.08,0
4342.05,4074.36,4284.1,4290.77,4587.18,4385.13,1
4313.85,4013.33,4283.59,4297.95,4611.79,4377.44,1
4314.36,4008.21,4265.64,4284.62,4619.49,4378.97,1
4285.13,3994.36,4258.46,4284.1,4607.18,4353.33,0
4279.49,3992.31,4257.44,4270.26,4611.28,4332.82,0
4305.13,4002.56,4275.38,4282.05,4604.62,4368.72,1
4262.56,3959.49,4233.33,4256.92,4589.23,4336.92,1
4278.46,3999.49,4261.54,4272.31,4601.54,4343.59,0
4250.77,4007.18,4225.64,4247.18,4545.13,4301.54,0
4236.41,4011.28,4246.67,4235.9,4480.51,4258.97,0
4293.85,3995.9,4251.28,4277.95,4627.18,4362.05,0
4300,3998.46,4263.59,4283.08,4611.28,4374.87,1
4334.36,3982.05,4269.74,4290.77,4637.95,4408.72,1
4296.92,4000,4266.67,4276.92,4607.18,4356.41,1
4282.56,3993.33,4248.72,4269.23,4609.74,4347.69,1
4265.64,3975.9,4246.15,4272.31,4576.41,4337.95,1
4267.18,4012.31,4247.69,4260,4585.64,4326.67,0
4344.1,3973.33,4264.1,4314.36,4650.77,4407.69,1
4297.44,3986.15,4264.1,4285.64,4606.15,4367.18,0
4272.31,4010.26,4255.38,4263.08,4585.13,4326.15,0
4267.18,3981.54,4247.69,4260,4581.54,4338.46,1
4286.15,3995.9,4262.05,4268.21,4601.03,4339.49,0
4251.28,4038.46,4260,4261.03,4588.72,4303.08,0
4272.82,3941.54,4251.28,4278.97,4587.69,4342.56,1
4286.15,3988.72,4266.15,4286.15,4580.51,4353.85,1
4338.97,4033.85,4276.92,4290.77,4627.18,4393.33,0
4280.51,3978.97,4248.72,4271.79,4592.82,4343.08,1
4296.92,4062.05,4275.9,4279.49,4613.33,4354.87,0
4404.1,4048.21,4291.79,4300,4683.08,4455.9,0
4322.56,4014.36,4257.95,4270.77,4607.69,4369.74,0
4294.87,4035.38,4252.82,4271.79,4601.03,4356.92,0
4301.03,4053.33,4280,4285.13,4614.87,4355.38,0
4309.74,4005.13,4269.23,4291.79,4632.31,4375.38,0
4314.36,4003.59,4263.59,4279.49,4612.31,4374.87,1
4407.69,4108.21,4382.05,4381.03,4713.85,4461.03,0
4224.1,4055.9,4230.77,4224.1,4496.41,4244.62,0
4440,4134.36,4298.97,4295.9,4647.18,4478.97,0
4303.59,4017.95,4260,4265.13,4584.1,4352.31,1
4273.33,3987.69,4244.1,4254.87,4584.62,4332.82,1
4323.59,4054.36,4265.64,4287.69,4626.67,4373.85,1
4286.15,4006.67,4249.23,4274.36,4591.79,4348.72,1
4268.21,3981.03,4249.23,4272.82,4585.64,4329.23,0
4236.92,4020,4224.62,4236.92,4528.72,4279.49,0
4304.1,3993.85,4266.67,4287.18,4595.38,4373.85,0
4294.36,4024.62,4276.92,4278.97,4565.13,4352.31,1
4280.51,4018.46,4247.69,4263.08,4596.41,4348.72,0
4305.64,4002.05,4263.08,4281.03,4611.28,4360,1
4277.44,3986.15,4248.21,4265.13,4591.28,4350.26,0
4301.03,3978.97,4275.38,4288.72,4651.28,4398.46,1
4279.49,4012.31,4245.64,4264.1,4594.87,4329.74,0
4280.51,4002.05,4267.18,4270.77,4582.05,4339.49,0
4298.97,4010.26,4283.08,4269.23,4591.28,4350.77,0
4283.08,4000.51,4263.08,4265.64,4590.77,4348.21,1
4350.77,3988.21,4284.1,4297.95,4637.95,4399.49,1
4289.23,4025.64,4266.15,4283.08,4603.08,4345.64,1
4316.41,4011.79,4275.38,4281.03,4621.03,4376.92,1
4347.18,4045.13,4321.54,4303.59,4626.67,4392.82,0
4287.18,3997.95,4261.54,4276.41,4601.54,4369.23,1
4288.72,4000.51,4255.9,4270.77,4596.92,4356.41,0
4300,4058.46,4270.77,4269.74,4608.72,4353.33,0
4262.05,4010.77,4244.62,4253.33,4598.46,4322.05,1
4294.87,4012.31,4265.64,4281.54,4600,4360,1
4301.03,3958.97,4251.28,4276.92,4638.97,4374.87,1
4317.44,4025.13,4280,4288.72,4626.67,4383.08,1
4338.46,4049.74,4281.54,4281.54,4584.62,4378.97,1
4333.33,4026.67,4278.46,4288.72,4591.28,4373.85,0
4370.77,4049.74,4320,4330.26,4680,4429.23,1
4292.82,3998.97,4264.62,4269.74,4597.44,4348.72,0
4322.56,4007.18,4278.97,4298.46,4629.23,4384.62,0
4299.49,3973.85,4276.92,4289.74,4643.08,4392.31,1
4294.36,3991.79,4268.72,4274.36,4607.18,4342.05,0
4282.56,4004.62,4265.13,4268.72,4606.67,4341.54,1
4278.97,4027.69,4277.95,4290.26,4624.62,4352.31,0
4316.41,3905.64,4249.23,4323.59,4728.72,4433.33,1
4285.64,3991.79,4274.36,4289.74,4608.21,4337.95,0
4301.03,3994.36,4252.82,4260.51,4601.03,4366.67,0
4295.38,4045.13,4263.59,4260.51,4603.59,4336.92,0
4265.64,4007.18,4228.72,4253.33,4600,4323.59,1
4284.1,3982.05,4251.28,4275.9,4600.51,4361.54,1
4276.41,3976.92,4248.21,4277.95,4591.28,4349.74,1
4288.72,3990.77,4247.69,4265.64,4593.33,4346.67,0
4304.1,4043.59,4290.77,4292.31,4606.15,4347.18,0
4304.1,4009.74,4279.49,4290.26,4623.59,4364.62,1
4310.26,3995.9,4278.46,4295.38,4618.97,4376.92,0
4274.87,3995.9,4247.69,4261.03,4601.03,4345.13,0
4290.77,3986.67,4260,4290.26,4617.44,4358.97,1
4281.54,4007.69,4262.56,4270.26,4584.62,4356.41,0
4297.44,4004.1,4265.64,4283.59,4611.79,4363.59,1
4322.05,4007.18,4296.41,4304.62,4614.36,4377.44,1
4298.97,3991.79,4262.56,4283.59,4607.69,4367.69,1
