FC5,T7,P7,O1,2,P8,T8,FC6,label
4117.95,4342.56,4630.26,4060.51,4610.77,4202.56,4234.36,4208.72,0
4114.36,4344.62,4624.62,4081.54,4610.26,4196.41,4212.82,4202.56,0
4134.36,4335.38,4609.74,4093.85,4607.18,4189.74,4222.05,4205.13,0
4112.31,4333.33,4613.33,4047.18,4612.31,4206.15,4233.85,4205.13,0
4126.67,4343.59,4615.38,4062.05,4612.31,4198.46,4222.05,4202.56,0
4129.74,4356.41,4637.95,4100,4627.18,4221.54,4261.54,4219.49,1
4094.87,4336.41,4614.36,4060.51,4593.33,4154.36,4193.33,4157.95,1
4108.72,4325.13,4601.03,4046.67,4617.95,4203.08,4229.23,4206.67,1
4118.46,4360.51,4627.18,4078.97,4631.28,4205.64,4234.36,4211.79,0
4092.82,4313.33,4598.97,4063.59,4590.77,4176.41,4211.28,4162.56,1
4109.23,4319.49,4601.03,4062.56,4606.15,4190.77,4230.26,4194.36,0
4117.44,4332.82,4610.77,4051.79,4624.62,4211.28,4239.49,4207.69,1
4106.67,4323.08,4607.18,4047.18,4606.67,4176.41,4213.85,4193.33,1
4165.13,4350.26,4610.26,4052.82,4571.28,4177.44,4213.85,4215.38,1
4114.36,4352.31,4630.77,4105.13,4627.69,4213.33,4226.67,4222.05,1
4109.74,4330.77,4612.31,4043.08,4603.08,4173.85,4204.1,4179.49,1
4168.21,4397.95,4666.15,4123.59,4663.08,4245.64,4274.87,4219.49,1
4111.28,4330.26,4615.9,4062.56,4622.56,4198.97,4233.33,4196.41,0
4121.03,4332.82,4615.9,4088.21,4610.77,4211.28,4231.79,4207.18,0
4077.95,4324.62,4607.18,4092.82,4642.56,4226.67,4250.77,4247.18,1
4104.62,4329.74,4614.87,4061.54,4614.87,4193.85,4225.13,4197.44,1
4124.62,4337.44,4619.49,4061.03,4613.33,4203.08,4222.05,4204.62,1
4121.54,4346.15,4627.69,4075.38,4617.95,4209.74,4235.9,4201.03,0
4129.74,4318.97,4633.33,4070.26,4630.26,4220,4245.64,4224.62,0
4097.95,4335.38,4632.31,4115.38,4626.15,4201.54,4217.95,4204.62,1
4135.9,4349.74,4617.44,4042.05,4610.26,4193.33,4233.85,4212.82,1
4096.92,4320.51,4603.08,4054.87,4624.62,4211.79,4223.08,4205.13,1
4119.49,4342.56,4632.82,4067.69,4631.28,4223.59,4248.21,4219.49,0
4142.05,4365.13,4629.23,4105.13,4628.21,4211.28,4247.69,4231.79,1
4133.33,4355.9,4635.38,4108.72,4609.74,4209.74,4214.87,4176.41,0
4113.85,4320,4606.15,4044.62,4614.87,4204.1,4222.05,4195.38,1
4129.23,4335.38,4613.33,4051.79,4612.82,4210.26,4240,4229.74,1
4141.03,4378.97,4648.72,4104.1,4660,4235.38,4260,4212.82,1
4111.79,4334.36,4604.1,4060.51,4596.41,4173.85,4197.95,4171.79,0
4075.9,4333.85,4607.69,4097.95,4639.49,4223.08,4242.56,4244.62,1
4124.1,4348.72,4615.9,4062.05,4598.97,4200,4237.44,4214.36,0
4124.62,4320,4615.9,4045.13,4614.36,4195.38,4212.31,4184.1,1
4159.49,4377.95,4669.23,4110.26,4644.62,4232.31,4273.33,4255.9,0
4126.15,4352.31,4584.62,4100.51,4620,4201.54,4235.9,4207.69,0
4138.46,4324.1,4609.74,4066.67,4625.13,4208.72,4229.74,4191.28,1
4134.87,4347.69,4632.31,4086.67,4606.67,4205.64,4252.31,4208.72,0
4119.49,4349.74,4632.82,4073.33,4611.28,4192.31,4227.18,4197.95,1
4137.44,4347.69,4615.38,4055.9,4592.31,4172.31,4181.03,4130.77,0
4108.21,4338.97,4612.82,4055.9,4617.44,4196.92,4225.13,4189.23,1
4121.54,4328.21,4627.69,4075.9,4594.36,4173.85,4220,4172.31,0
4106.67,4335.38,4613.33,4051.79,4603.08,4184.62,4226.15,4195.9,1
4117.95,4332.82,4614.87,4044.1,4619.49,4194.87,4232.82,4199.49,1
4151.79,4343.08,4608.21,4049.74,4578.97,4175.9,4212.31,4198.97,0
4101.03,4330.26,4614.87,4065.13,4613.85,4198.97,4214.36,4183.59,1
4108.21,4330.77,4614.36,4078.46,4617.44,4201.54,4230.26,4197.95,0
4115.38,4344.62,4631.79,4105.64,4625.13,4211.28,4221.03,4182.56,1
4131.79,4339.49,4617.95,4056.41,4610.26,4195.38,4229.23,4195.38,1
4128.21,4334.36,4615.9,4053.33,4603.08,4196.41,4228.21,4186.15,0
4090.26,4332.31,4613.85,4070.26,4600,4187.69,4225.13,4194.87,1
4102.56,4341.54,4614.87,4048.21,4620.51,4187.69,4228.21,4176.92,0
4122.56,4347.18,4617.95,4105.64,4609.74,4216.92,4236.41,4212.31,1
4106.15,4340,4602.05,4066.15,4596.41,4189.23,4213.85,4192.82,1
4108.72,4335.38,4617.44,4055.9,4612.31,4178.97,4214.36,4193.33,1
4133.33,4351.28,4624.1,4070.77,4600.51,4216.92,4228.72,4204.62,0
4119.49,4321.54,4606.15,4057.95,4615.38,4200.51,4244.62,4247.18,1
4100,4328.72,4616.41,4076.92,4629.74,4206.15,4222.56,4202.56,0
4138.97,4330.77,4609.23,4069.23,4612.82,4184.62,4189.74,4179.49,0
4107.18,4327.18,4599.49,4055.9,4602.05,4188.21,4205.64,4185.64,1
4116.92,4334.36,4615.9,4056.41,4608.72,4194.36,4225.13,4198.46,1
4110.77,4344.62,4617.95,4048.72,4619.49,4201.03,4239.49,4201.54,1
4106.67,4323.59,4625.64,4075.38,4612.31,4196.92,4236.92,4210.26,0
4161.03,4380,4648.72,4091.79,4642.05,4209.74,4234.36,4215.9,0
4151.79,4389.74,4666.67,4120.51,4662.56,4241.54,4264.62,4204.62,1
4102.56,4330.77,4616.41,4045.13,4630.26,4211.28,4247.18,4198.97,0
4157.44,4345.13,4620.51,4080.51,4617.95,4205.64,4243.59,4201.03,1
4123.59,4321.03,4587.69,4049.74,4582.05,4164.1,4194.36,4172.82,1
4133.85,4342.56,4618.46,4078.97,4606.67,4209.23,4255.9,4213.85,1
4086.67,4311.28,4587.69,4075.9,4625.13,4228.21,4262.05,4293.85,1
4144.1,4348.72,4633.33,4068.72,4632.31,4221.03,4254.36,4218.46,0
4168.72,4376.41,4648.21,4090.26,4631.28,4198.97,4219.49,4210.26,0
4122.05,4343.59,4613.85,4054.36,4588.21,4164.1,4162.05,4111.79,0
4102.56,4349.23,4628.21,4114.36,4641.03,4229.74,4243.59,4209.74,1
4115.9,4332.82,4607.18,4050.26,4613.33,4194.36,4232.31,4188.72,0
4094.36,4340.51,4609.74,4050.77,4601.54,4187.18,4227.69,4209.74,1
4108.72,4339.49,4617.95,4072.82,4620.51,4207.69,4225.13,4201.03,0
4111.28,4325.13,4605.13,4040,4596.41,4183.08,4200,4170.77,1
4095.9,4330.26,4614.36,4073.33,4612.82,4202.05,4235.38,4228.21,0
4128.21,4332.31,4615.9,4053.85,4602.56,4194.87,4215.38,4197.95,0
4126.15,4335.38,4618.46,4057.95,4589.23,4166.15,4211.28,4182.56,1
4127.18,4347.69,4619.49,4078.46,4607.69,4183.08,4223.08,4191.28,1
4109.74,4342.05,4625.64,4064.1,4631.28,4211.28,4247.69,4183.59,0
4114.36,4340.51,4611.79,4042.56,4591.79,4164.1,4198.46,4163.59,0
4108.21,4334.36,4604.1,4058.46,4626.67,4207.69,4221.03,4208.21,1
4126.15,4334.87,4613.85,4080.51,4600,4194.87,4224.62,4202.05,0
4126.15,4347.69,4627.18,4074.87,4617.44,4210.26,4235.38,4208.21,0
4127.18,4347.18,4603.08,4069.74,4596.41,4195.38,4236.92,4211.79,1
4124.62,4358.97,4615.38,4078.46,4592.82,4190.77,4244.62,4225.64,1
4106.67,4333.33,4626.67,4073.33,4635.9,4211.79,4231.28,4199.49,1
4122.05,4343.59,4621.03,4055.9,4609.23,4194.36,4214.36,4165.64,0
4124.62,4346.67,4630.77,4073.85,4613.85,4205.13,4244.62,4192.82,0
4123.08,4333.85,4603.08,4038.46,4607.69,4189.74,4224.62,4200,1
4131.28,4332.31,4620,4037.95,4610.77,4207.18,4227.69,4186.15,1
4127.69,4349.23,4631.28,4084.1,4610.26,4208.21,4258.46,4209.23,0
4189.23,4416.41,4690.77,4150.77,4674.36,4261.03,4301.54,4288.72,1
4129.23,4345.13,4615.38,4051.28,4602.56,4188.72,4214.87,4191.28,0
4116.41,4337.44,4596.41,4092.31,4609.74,4193.33,4211.79,4186.67,0
4103.59,4337.95,4620.51,4068.21,4601.54,4188.72,4198.46,4150.26,0
4129.74,4340.51,4625.64,4090.77,4614.87,4216.92,4251.79,4197.44,1
4132.82,4344.1,4617.95,4064.1,4592.82,4186.67,4201.03,4183.59,0
4200,4423.08,4717.44,4144.1,4695.38,4271.79,4316.41,4298.97,0
4115.38,4325.13,4604.62,4066.67,4610.77,4185.64,4214.87,4185.13,0
4128.72,4344.62,4626.67,4076.92,4605.64,4192.82,4210.77,4192.82,0
4121.54,4354.36,4633.33,4083.08,4630.77,4210.26,4246.15,4200.51,0
4121.03,4347.18,4610.26,4066.15,4594.87,4197.44,4226.67,4208.21,1
4111.28,4334.36,4625.13,4056.41,4623.08,4205.64,4233.33,4192.31,0
4111.79,4333.85,4604.1,4040.51,4617.44,4206.15,4235.9,4209.74,1
4106.15,4342.05,4617.95,4062.05,4610.77,4197.44,4225.64,4200.51,0
4103.08,4334.36,4599.49,4041.03,4601.03,4193.33,4235.38,4217.95,1
4117.44,4330.26,4615.38,4073.85,4613.85,4187.69,4215.9,4195.9,0
4108.72,4356.92,4640,4089.74,4644.1,4229.23,4281.03,4226.67,1
4141.54,4336.41,4613.33,4066.67,4604.1,4201.03,4212.82,4184.1,1
4106.67,4320.51,4618.46,4072.31,4597.44,4191.28,4221.03,4178.97,0
4076.92,4315.9,4584.1,4073.33,4605.64,4191.79,4226.67,4210.26,1
4185.64,4340,4587.18,4068.72,4618.97,4204.1,4235.9,4259.49,0
4107.18,4333.85,4624.62,4065.64,4615.38,4196.92,4225.13,4208.72,0
4094.36,4332.82,4614.36,4068.21,4605.64,4187.18,4227.69,4195.38,1
4150.77,4356.41,4628.21,4098.46,4632.82,4215.38,4245.64,4228.72,1
4121.54,4341.03,4615.9,4068.21,4610.26,4183.59,4218.46,4204.62,0
4114.36,4340.51,4613.85,4053.85,4601.54,4193.85,4227.18,4209.74,0
4137.44,4340,4620,4053.33,4591.28,4176.41,4223.08,4212.82,0
4127.69,4336.92,4613.85,4045.64,4604.1,4173.85,4225.13,4208.21,1
4108.72,4337.95,4619.49,4064.1,4619.49,4205.13,4224.62,4208.21,0
4121.54,4338.46,4632.82,4097.44,4615.38,4194.36,4208.72,4187.18,1
4088.72,4338.97,4630.26,4080,4615.9,4197.44,4223.59,4192.82,0
4107.18,4336.92,4609.23,4062.56,4613.33,4194.36,4223.59,4204.62,0
4120,4353.33,4630.26,4107.18,4611.79,4206.15,4227.69,4194.36,0
4114.36,4337.95,4625.13,4059.49,4620,4192.82,4211.28,4162.56,0
4116.41,4331.28,4616.41,4074.36,4595.38,4188.72,4222.05,4154.87,0
4107.18,4317.95,4614.87,4068.72,4639.49,4221.54,4237.44,4199.49,1
4121.03,4334.36,4625.64,4086.15,4617.44,4203.59,4252.31,4208.21,0
4154.36,4344.62,4626.67,4065.64,4584.62,4175.38,4227.18,4194.36,1
4136.92,4347.69,4628.72,4086.15,4602.56,4200,4238.97,4192.82,1
4169.74,4348.21,4629.74,4074.87,4610.26,4210.26,4251.79,4224.1,0
4115.9,4337.44,4613.33,4071.28,4616.41,4206.67,4236.41,4204.62,1
4119.49,4351.79,4623.08,4062.05,4602.05,4200,4229.74,4201.54,0
4103.59,4343.08,4613.85,4050.26,4596.92,4183.59,4226.67,4203.59,1
4114.36,4327.18,4602.56,4069.23,4616.92,4209.23,4262.05,4212.82,1
4135.9,4367.69,4652.31,4081.54,4640.51,4232.31,4268.21,4244.62,0
4139.49,4345.64,4622.56,4080.51,4615.38,4204.1,4250.77,4197.95,1
4119.49,4323.59,4604.1,4052.82,4616.92,4196.41,4231.79,4203.08,0
4117.95,4338.46,4626.67,4051.28,4628.21,4204.62,4234.87,4208.72,0
4094.36,4340.51,4618.46,4056.92,4606.15,4190.77,4227.69,4197.44,1
4147.69,4374.36,4651.79,4109.74,4652.31,4238.97,4247.18,4200.51,1
4106.15,4335.9,4620,4082.05,4622.05,4197.44,4224.62,4203.59,1
4118.97,4335.38,4602.56,4075.38,4620,4204.1,4225.64,4203.59,0
4136.41,4334.36,4612.31,4068.72,4597.95,4201.03,4241.54,4202.56,1
4107.18,4334.36,4607.18,4062.56,4595.9,4183.08,4211.28,4168.72,1
4108.72,4334.36,4625.64,4076.41,4626.67,4209.74,4231.28,4210.26,0
4123.08,4337.44,4606.67,4057.44,4614.36,4193.85,4226.67,4194.36,1
4137.44,4347.18,4631.28,4075.38,4627.18,4215.9,4235.9,4212.31,0
4169.74,4374.87,4647.18,4086.15,4646.67,4203.59,4227.69,4195.9,0
4138.97,4347.18,4613.33,4070.26,4636.41,4225.64,4251.28,4208.21,1
4118.97,4355.38,4620.51,4061.54,4587.69,4201.03,4215.38,4183.59,0
4115.38,4336.41,4614.87,4066.15,4615.9,4195.38,4229.74,4168.72,1
4121.03,4348.21,4618.46,4057.95,4627.18,4210.26,4245.13,4184.1,1
4065.64,4323.08,4604.62,4098.46,4650.26,4240.51,4270.77,4280,1
4131.28,4347.69,4633.33,4078.46,4637.95,4208.21,4247.18,4229.74,0
4135.9,4348.21,4641.54,4063.59,4636.41,4221.03,4251.28,4223.08,0
4104.62,4337.95,4603.08,4062.05,4589.23,4176.41,4209.23,4174.87,1
4136.92,4334.36,4607.18,4035.38,4594.36,4183.08,4210.77,4195.38,1
4102.56,4339.49,4623.08,4082.56,4629.23,4200,4235.38,4211.79,0
4138.46,4367.69,4649.74,4083.59,4643.08,4225.13,4265.13,4240.51,0
4110.26,4336.92,4610.77,4053.85,4605.13,4190.77,4208.72,4180,0
4133.85,4342.56,4628.72,4061.03,4614.36,4207.69,4229.23,4210.26,1
4122.56,4327.18,4605.13,4067.69,4613.33,4197.44,4209.74,4184.62,0
4141.03,4340,4610.77,4074.87,4591.28,4174.87,4211.28,4218.97,0
4120,4333.33,4629.74,4076.92,4600,4199.49,4236.92,4194.87,0
4088.72,4331.79,4616.41,4106.15,4646.67,4243.59,4251.28,4239.49,1
4104.62,4327.18,4617.95,4060.51,4609.23,4191.79,4227.69,4188.72,1
4123.59,4349.74,4606.67,4093.33,4629.23,4208.21,4236.41,4223.59,0
4116.92,4329.74,4613.33,4069.74,4609.23,4201.54,4221.54,4188.21,0
4112.31,4337.44,4611.28,4039.49,4602.05,4200,4229.23,4202.56,1
4136.92,4326.15,4631.28,4057.95,4610.77,4194.87,4240.51,4215.38,0
4132.31,4320.51,4602.56,4060,4613.33,4200.51,4241.54,4242.56,1
4134.36,4351.28,4635.9,4086.67,4635.9,4215.9,4242.05,4211.79,0
4120.51,4331.28,4612.82,4056.92,4609.23,4195.38,4219.49,4205.13,0
4170.26,4326.67,4604.1,4058.46,4591.79,4182.56,4204.62,4203.08,0
4122.05,4333.33,4618.46,4092.82,4609.23,4198.97,4240,4194.36,1
4122.56,4348.72,4625.13,4067.69,4592.82,4178.97,4222.56,4173.33,1
4117.95,4346.15,4625.13,4066.67,4620.51,4207.69,4231.28,4218.46,0
4123.08,4340,4619.49,4055.38,4600.51,4182.05,4200,4174.36,0
4105.13,4321.03,4604.62,4056.41,4613.85,4194.87,4213.33,4200.51,1
4120.51,4340,4632.31,4084.62,4603.08,4188.72,4237.44,4197.95,0
4138.46,4331.28,4608.21,4062.05,4614.36,4202.05,4232.31,4202.05,1
4143.59,4343.59,4614.87,4053.85,4600,4181.54,4192.82,4168.72,0
4167.69,4362.56,4634.87,4080,4631.79,4180.51,4206.15,4173.33,0
4105.64,4325.64,4614.87,4056.41,4615.38,4197.95,4211.79,4190.77,0
4115.38,4355.9,4630.77,4111.79,4623.08,4229.74,4235.38,4212.82,1
4122.56,4337.44,4617.44,4045.64,4609.23,4203.59,4239.49,4201.03,1
4103.08,4336.41,4612.82,4046.67,4609.74,4203.59,4231.28,4204.1,0
4169.23,4338.97,4612.82,4075.9,4592.31,4175.38,4192.82,4196.92,1
4123.08,4344.1,4616.41,4081.54,4617.95,4211.79,4238.97,4211.28,1
4134.36,4342.05,4632.82,4076.41,4587.18,4189.74,4238.97,4204.62,0
4123.59,4348.21,4622.05,4091.79,4615.38,4193.33,4211.79,4193.33,1
4118.97,4333.33,4625.64,4052.31,4615.38,4198.46,4233.85,4201.54,1
4109.23,4330.77,4608.72,4065.13,4606.15,4197.44,4222.56,4203.59,1
4094.87,4332.31,4605.13,4065.13,4628.21,4208.72,4221.54,4206.15,1
4136.92,4352.31,4624.62,4070.77,4604.1,4196.41,4228.72,4212.31,1
4110.26,4325.13,4604.62,4044.62,4579.49,4171.79,4203.08,4188.72,1
4153.33,4383.08,4658.97,4112.82,4661.03,4241.54,4261.03,4205.13,1
4138.97,4355.38,4615.9,4071.28,4611.79,4201.54,4245.64,4242.05,0
4094.87,4332.82,4614.36,4065.64,4601.03,4193.85,4232.82,4198.97,1
4108.21,4356.41,4632.31,4088.21,4630.26,4209.74,4256.41,4235.9,1
4117.95,4335.38,4614.87,4052.31,4604.1,4189.23,4216.41,4195.38,1
4141.54,4316.92,4611.79,4074.36,4600,4182.05,4219.49,4174.36,1
4105.64,4340.51,4609.74,4062.56,4593.85,4184.62,4214.87,4169.23,1
4095.9,4344.1,4616.92,4054.87,4610.77,4193.33,4233.33,4201.03,1
4103.08,4337.95,4631.28,4058.97,4619.49,4202.05,4233.85,4195.38,0
4095.38,4310.26,4613.85,4057.95,4613.33,4195.38,4229.74,4199.49,0
4122.05,4362.56,4636.41,4075.38,4620.51,4198.46,4235.9,4207.69,0
4123.59,4317.44,4597.44,4060.51,4592.31,4190.77,4225.64,4182.05,1
4108.21,4342.05,4624.62,4071.28,4629.74,4210.77,4234.36,4210.77,0
4118.97,4335.38,4624.1,4063.08,4619.49,4203.08,4227.18,4196.41,0
4104.1,4322.56,4598.97,4060.51,4612.82,4204.62,4232.82,4208.21,1
4108.21,4343.08,4625.64,4094.87,4595.38,4186.15,4203.08,4169.74,0
4092.82,4342.05,4621.54,4109.23,4631.28,4217.95,4225.64,4187.69,1
4108.72,4342.56,4618.46,4045.64,4625.13,4226.15,4245.13,4208.21,1
4111.28,4318.46,4611.28,4044.62,4598.46,4188.21,4212.82,4182.56,1
4113.85,4336.92,4615.38,4075.38,4598.46,4181.54,4226.67,4203.59,1
4124.1,4338.46,4615.38,4047.69,4595.9,4181.03,4214.36,4180.51,0
4135.9,4348.72,4631.79,4075.38,4598.46,4196.41,4226.67,4193.85,1
4120.51,4334.87,4621.03,4066.67,4611.28,4196.92,4230.26,4218.97,0
4135.38,4338.46,4606.67,4058.97,4604.62,4201.54,4239.49,4247.69,0
4135.9,4351.28,4618.46,4060,4621.03,4205.64,4237.44,4207.18,0
4126.15,4353.85,4615.9,4058.46,4619.49,4208.21,4234.87,4208.72,0
4123.08,4342.05,4618.97,4066.15,4610.77,4200,4227.18,4205.13,0
4106.67,4332.82,4625.64,4055.9,4612.31,4209.23,4231.79,4205.13,0
4115.9,4343.08,4616.92,4058.97,4615.9,4204.62,4240,4199.49,0
4120,4327.18,4607.18,4048.21,4597.44,4175.38,4208.72,4189.23,1
4178.97,4332.82,4590.77,4068.72,4605.64,4191.28,4212.31,4210.26,0
4124.62,4344.1,4616.41,4054.87,4595.38,4185.13,4213.33,4171.79,0
4116.92,4332.31,4622.05,4055.9,4615.38,4200,4245.13,4219.49,0
4139.49,4352.31,4632.31,4077.44,4628.72,4224.62,4234.36,4193.85,0
4112.31,4344.1,4631.79,4077.44,4653.33,4227.18,4248.21,4213.33,0
4106.67,4329.74,4616.92,4065.64,4624.1,4206.15,4232.31,4190.26,0
4130.77,4349.23,4614.87,4053.85,4610.77,4187.18,4225.64,4197.44,1
4118.97,4347.69,4621.54,4087.18,4614.36,4209.74,4244.62,4218.97,1
4134.87,4348.72,4634.87,4069.23,4609.74,4197.95,4228.72,4211.79,0
4090.77,4325.64,4614.87,4082.56,4609.23,4197.95,4218.46,4181.03,0
4104.62,4342.56,4621.03,4064.62,4614.87,4211.79,4230.26,4200.51,0
4123.59,4348.21,4627.69,4075.38,4638.97,4213.85,4240.51,4213.85,0
4113.33,4345.13,4620.51,4071.79,4629.23,4206.67,4239.49,4211.79,1
4126.15,4319.49,4587.69,4047.69,4590.77,4176.41,4196.92,4165.13,1
4116.41,4341.54,4620.51,4056.41,4617.44,4193.33,4218.97,4201.54,0
4100.51,4337.44,4611.79,4055.38,4604.62,4187.18,4217.95,4188.21,1
4124.62,4334.87,4624.62,4057.95,4627.69,4208.21,4227.69,4196.92,0
4104.62,4318.97,4606.67,4068.21,4611.79,4202.05,4226.15,4192.31,0
4109.23,4333.33,4617.44,4059.49,4628.72,4213.85,4246.15,4208.21,0
4114.36,4343.59,4618.46,4051.28,4622.56,4208.72,4248.72,4196.92,1
4091.79,4334.87,4622.56,4108.21,4634.36,4223.08,4232.31,4191.79,1
4124.62,4351.28,4624.62,4104.62,4611.79,4204.1,4224.62,4211.28,1
4112.31,4325.13,4620.51,4058.46,4617.95,4197.44,4205.13,4186.67,0
4121.54,4337.95,4610.26,4054.87,4604.1,4191.79,4215.9,4195.38,0
4151.79,4347.69,4618.97,4074.87,4605.13,4189.74,4232.31,4195.38,1
4135.9,4343.08,4615.9,4066.15,4623.59,4207.18,4233.33,4202.05,1
4105.64,4335.38,4602.05,4048.21,4628.21,4222.56,4242.05,4209.23,1
4135.38,4343.59,4617.44,4073.33,4630.26,4201.54,4229.74,4211.79,0
4135.9,4343.08,4621.54,4053.33,4618.97,4212.82,4235.38,4205.13,0
4104.1,4343.08,4621.54,4067.69,4614.87,4193.85,4224.62,4203.08,0
4158.97,4349.23,4631.79,4074.36,4595.38,4188.21,4227.18,4196.41,1
4121.54,4344.62,4611.28,4051.79,4600,4185.13,4213.85,4188.21,0
4160.51,4374.87,4648.21,4100.51,4644.1,4211.28,4232.82,4219.49,0
4125.13,4349.74,4623.08,4090.26,4620,4195.38,4227.18,4195.9,1
4130.26,4343.59,4613.85,4059.49,4590.26,4186.15,4210.26,4182.56,0
4105.64,4332.31,4608.72,4048.72,4609.74,4202.56,4220,4183.08,1
4138.97,4363.08,4640.51,4085.13,4616.41,4200.51,4266.15,4226.15,1
4124.1,4329.74,4618.46,4053.33,4612.82,4202.05,4236.92,4216.41,0
4105.13,4340,4615.9,4058.97,4616.41,4193.33,4214.87,4186.67,0
4125.13,4339.49,4617.95,4063.08,4622.56,4202.56,4234.87,4187.18,0
4158.97,4341.03,4615.9,4060.51,4582.05,4162.05,4221.03,4199.49,0
4109.23,4332.82,4614.87,4053.33,4620,4200.51,4243.08,4193.33,1
4122.56,4336.41,4610.77,4061.54,4607.18,4197.95,4216.92,4203.08,0
4137.44,4351.28,4623.59,4085.64,4599.49,4187.18,4248.72,4227.18,0
4152.82,4370.26,4668.72,4110.26,4650.26,4228.21,4272.31,4251.79,0
4113.85,4337.95,4621.54,4087.69,4618.97,4194.36,4226.15,4200.51,1
4106.67,4331.28,4604.1,4042.05,4608.21,4187.18,4227.18,4209.74,0
4126.15,4341.54,4603.08,4088.21,4620,4202.05,4231.79,4211.28,0
4125.13,4363.59,4628.21,4116.41,4628.21,4228.21,4248.21,4233.85,1
4108.21,4314.87,4578.97,4073.33,4617.95,4228.72,4263.59,4312.31,1
4107.18,4337.95,4615.9,4053.33,4608.72,4195.9,4232.82,4187.69,0
4125.13,4349.74,4624.1,4090.77,4628.21,4213.85,4252.82,4209.23,1
4136.41,4322.05,4583.59,4075.38,4594.87,4182.56,4217.44,4168.21,0
4122.05,4325.64,4604.1,4063.59,4611.79,4187.69,4189.74,4172.31,0
4107.69,4330.26,4607.18,4067.69,4607.69,4182.05,4196.41,4171.79,0
4120,4343.59,4598.46,4049.23,4608.72,4177.95,4209.23,4172.82,0
4114.36,4327.18,4620.51,4066.15,4621.03,4209.74,4249.23,4226.67,0
4128.21,4335.9,4605.13,4034.87,4596.92,4185.13,4223.08,4189.74,0
4120,4336.92,4619.49,4036.92,4597.95,4190.26,4213.85,4185.64,1
4122.05,4337.44,4626.15,4080,4617.95,4209.74,4211.28,4196.92,0
4153.33,4359.49,4629.74,4072.82,4626.15,4220,4226.15,4211.79,0
4120.51,4318.97,4585.64,4086.67,4600.51,4190.26,4228.21,4174.36,0
4232.31,4452.31,4754.87,4173.33,4727.69,4315.38,4348.72,4316.41,0
4121.03,4327.18,4614.36,4086.15,4610.26,4184.1,4214.36,4186.15,0
4121.54,4337.95,4617.44,4072.31,4611.79,4180,4205.64,4186.15,0
4110.77,4327.69,4607.69,4073.85,4610.26,4198.46,4225.13,4183.08,1
4107.69,4319.49,4603.59,4075.9,4614.36,4199.49,4249.23,4193.33,1
4127.69,4345.13,4630.77,4078.97,4608.72,4207.18,4261.03,4212.82,0
4124.1,4358.97,4629.23,4069.74,4603.08,4201.54,4227.69,4187.18,0
4131.28,4353.33,4624.1,4078.97,4625.13,4213.33,4233.85,4210.26,0
4155.9,4366.67,4646.67,4092.31,4646.15,4215.38,4223.08,4208.72,0
4156.41,4334.87,4598.97,4050.26,4603.59,4188.21,4196.92,4174.36,1
4138.97,4349.74,4625.64,4063.59,4611.79,4205.64,4229.74,4209.23,0
4134.36,4317.95,4599.49,4061.54,4620,4195.38,4234.87,4224.1,1
4108.72,4329.74,4616.41,4087.18,4612.82,4191.79,4222.05,4174.36,1
4138.97,4355.38,4633.85,4088.21,4613.85,4204.1,4248.21,4220.51,1
4104.62,4358.97,4634.87,4097.44,4634.36,4214.87,4240,4220,1
4121.03,4350.26,4630.77,4088.72,4615.9,4208.72,4255.9,4216.41,1
4119.49,4345.13,4625.13,4070.77,4598.46,4192.31,4224.62,4202.05,0
4096.92,4322.05,4592.31,4035.9,4599.49,4194.87,4219.49,4192.82,1
4111.28,4343.08,4608.72,4041.03,4599.49,4187.18,4223.59,4207.18,1
4120.51,4344.1,4624.62,4077.44,4599.49,4187.69,4200,4190.26,0
4124.1,4336.41,4584.1,4102.05,4602.05,4187.18,4222.56,4197.44,0
4104.62,4348.72,4633.33,4056.41,4612.82,4207.18,4226.67,4205.13,0
4107.18,4328.21,4604.1,4064.62,4614.36,4191.79,4217.44,4200,0
4099.49,4335.38,4625.64,4074.87,4624.62,4216.41,4230.77,4202.05,0
4107.69,4342.05,4615.38,4052.31,4613.33,4195.9,4230.77,4185.64,1
4102.05,4327.69,4614.87,4084.1,4630.77,4214.36,4248.21,4221.03,1
4128.72,4351.79,4624.1,4080.51,4611.28,4218.46,4261.54,4216.41,0
4165.64,4338.97,4615.38,4076.41,4596.41,4204.1,4244.1,4226.67,0
4118.97,4323.08,4591.79,4052.82,4575.9,4168.72,4194.36,4166.67,1
4102.05,4332.31,4624.62,4108.21,4634.87,4222.56,4245.13,4241.54,1
4109.74,4336.92,4614.36,4054.87,4610.77,4195.38,4230.26,4193.33,1
4124.62,4351.28,4616.41,4073.85,4608.21,4197.44,4243.08,4220.51,0
4120,4343.08,4615.38,4066.67,4611.79,4197.95,4229.23,4209.74,0
4149.23,4351.79,4637.44,4089.74,4602.56,4200.51,4265.13,4239.49,0
4112.82,4344.1,4625.64,4087.18,4609.74,4206.67,4257.44,4222.05,1
4135.9,4347.69,4623.59,4080,4623.59,4202.56,4234.36,4207.18,1
4134.36,4341.03,4614.87,4076.92,4593.33,4203.08,4240,4216.92,0
4189.74,4403.59,4702.05,4141.54,4683.59,4258.97,4300,4284.1,0
4140.51,4346.67,4634.36,4097.95,4631.79,4204.62,4211.79,4183.59,1
4129.23,4349.74,4625.13,4084.1,4608.72,4202.56,4221.03,4207.18,0
