AF3,F7,F3,FC5,T7,P7,O1,label
4380.51,4004.1,4264.62,4124.62,4358.97,4615.38,4078.46,1
4278.97,3962.05,4251.79,4106.67,4333.33,4626.67,4073.33,1
4261.54,3973.33,4265.13,4122.05,4343.59,4621.03,4055.9,0
4299.49,4049.23,4266.67,4124.62,4346.67,4630.77,4073.85,0
4296.92,4003.59,4265.13,4123.08,4333.85,4603.08,4038.46,1
4271.28,3993.33,4243.59,4131.28,4332.31,4620,4037.95,1
4318.97,4028.21,4266.67,4127.69,4349.23,4631.28,4084.1,0
4372.31,4051.28,4337.44,4189.23,4416.41,4690.77,4150.77,1
4314.87,4049.74,4261.03,4129.23,4345.13,4615.38,4051.28,0
4293.33,3994.87,4254.36,4116.41,4337.44,4596.41,4092.31,0
4241.54,3966.15,4245.64,4103.59,4337.95,4620.51,4068.21,0
4305.13,4026.15,4262.05,4129.74,4340.51,4625.64,4090.77,1
4288.21,4040,4249.23,4132.82,4344.1,4617.95,4064.1,0
4390.26,4085.13,4350.26,4200,4423.08,4717.44,4144.1,0
4280.51,3977.95,4261.54,4115.38,4325.13,4604.62,4066.67,0
4310.26,4057.44,4272.31,4128.72,4344.62,4626.67,4076.92,0
4307.69,4023.08,4273.33,4121.54,4354.36,4633.33,4083.08,0
4303.08,4028.72,4261.54,4121.03,4347.18,4610.26,4066.15,1
4277.44,4003.59,4246.15,4111.28,4334.36,4625.13,4056.41,0
4294.87,4006.67,4260.51,4111.79,4333.85,4604.1,4040.51,1
4276.92,3990.77,4247.69,4106.15,4342.05,4617.95,4062.05,0
4318.46,4016.92,4267.18,4103.08,4334.36,4599.49,4041.03,1
4313.85,4018.97,4266.15,4117.44,4330.26,4615.38,4073.85,0
4289.23,4004.1,4239.49,4108.72,4356.92,4640,4089.74,1
4290.26,4016.41,4257.95,4141.54,4336.41,4613.33,4066.67,1
4278.46,3994.36,4252.82,4106.67,4320.51,4618.46,4072.31,0
4278.46,3953.85,4244.1,4076.92,4315.9,4584.1,4073.33,1
4474.87,4152.82,4291.79,4185.64,4340,4587.18,4068.72,0
4322.56,4006.67,4263.08,4107.18,4333.85,4624.62,4065.64,0
4262.56,3969.74,4244.1,4094.36,4332.82,4614.36,4068.21,1
4335.38,4024.1,4294.87,4150.77,4356.41,4628.21,4098.46,1
4284.62,3993.85,4260,4121.54,4341.03,4615.9,4068.21,0
4290.26,4000.51,4258.97,4114.36,4340.51,4613.85,4053.85,0
4348.72,4028.72,4283.08,4137.44,4340,4620,4053.33,0
4292.82,3995.38,4265.64,4127.69,4336.92,4613.85,4045.64,1
4282.05,3988.72,4261.54,4108.72,4337.95,4619.49,4064.1,0
4264.62,4003.59,4260,4121.54,4338.46,4632.82,4097.44,1
4276.92,3988.21,4252.82,4088.72,4338.97,4630.26,4080,0
4288.72,3998.97,4264.62,4107.18,4336.92,4609.23,4062.56,0
4281.54,4026.15,4248.21,4120,4353.33,4630.26,4107.18,0
4255.9,3961.03,4258.97,4114.36,4337.95,4625.13,4059.49,0
4307.18,4009.74,4246.67,4116.41,4331.28,4616.41,4074.36,0
4315.9,3988.72,4261.03,4107.18,4317.95,4614.87,4068.72,1
4303.59,4006.67,4244.62,4121.03,4334.36,4625.64,4086.15,0
4333.85,4057.44,4280,4154.36,4344.62,4626.67,4065.64,1
4291.28,4013.33,4260.51,4136.92,4347.69,4628.72,4086.15,1
4450.26,4104.1,4313.33,4169.74,4348.21,4629.74,4074.87,0
4291.79,3998.97,4260,4115.9,4337.44,4613.33,4071.28,1
4305.13,4048.72,4263.59,4119.49,4351.79,4623.08,4062.05,0
4277.95,4005.64,4249.74,4103.59,4343.08,4613.85,4050.26,1
4321.03,3968.72,4252.31,4114.36,4327.18,4602.56,4069.23,1
4324.1,4022.05,4287.18,4135.9,4367.69,4652.31,4081.54,0
4298.97,4027.18,4270.77,4139.49,4345.64,4622.56,4080.51,1
4313.33,4015.38,4269.74,4119.49,4323.59,4604.1,4052.82,0
4288.21,3981.03,4256.41,4117.95,4338.46,4626.67,4051.28,0
4283.59,3995.9,4243.08,4094.36,4340.51,4618.46,4056.92,1
4332.31,4013.85,4305.64,4147.69,4374.36,4651.79,4109.74,1
4315.9,3996.92,4273.85,4106.15,4335.9,4620,4082.05,1
4295.38,3997.44,4245.13,4118.97,4335.38,4602.56,4075.38,0
4290.26,4016.92,4264.62,4136.41,4334.36,4612.31,4068.72,1
4291.28,3992.82,4263.59,4107.18,4334.36,4607.18,4062.56,1
4282.56,3976.92,4263.08,4108.72,4334.36,4625.64,4076.41,0
4311.79,4007.18,4267.69,4123.08,4337.44,4606.67,4057.44,1
4303.08,4003.59,4267.18,4137.44,4347.18,4631.28,4075.38,0
4295.38,4064.1,4278.46,4169.74,4374.87,4647.18,4086.15,0
4314.36,4009.23,4288.72,4138.97,4347.18,4613.33,4070.26,1
4297.44,4049.74,4264.62,4118.97,4355.38,4620.51,4061.54,0
4293.33,4000,4264.1,4115.38,4336.41,4614.87,4066.15,1
4313.33,4013.85,4264.1,4121.03,4348.21,4618.46,4057.95,1
4318.46,3917.95,4250.26,4065.64,4323.08,4604.62,4098.46,1
4302.05,3995.9,4262.56,4131.28,4347.69,4633.33,4078.46,0
4312.82,4004.62,4269.74,4135.9,4348.21,4641.54,4063.59,0
4260,3988.72,4238.46,4104.62,4337.95,4603.08,4062.05,1
4281.54,4028.21,4262.56,4136.92,4334.36,4607.18,4035.38,1
4280.51,3984.62,4256.41,4102.56,4339.49,4623.08,4082.56,0
4328.72,4021.54,4289.23,4138.46,4367.69,4649.74,4083.59,0
4284.1,4012.31,4254.87,4110.26,4336.92,4610.77,4053.85,0
4305.64,4016.41,4273.33,4133.85,4342.56,4628.72,4061.03,1
4280.51,4017.44,4247.18,4122.56,4327.18,4605.13,4067.69,0
4359.49,4047.18,4274.87,4141.03,4340,4610.77,4074.87,0
4302.05,4015.9,4250.26,4120,4333.33,4629.74,4076.92,0
4276.92,3940,4247.69,4088.72,4331.79,4616.41,4106.15,1
4279.49,3986.15,4260.51,4104.62,4327.18,4617.95,4060.51,1
4312.31,4005.13,4268.72,4123.59,4349.74,4606.67,4093.33,0
4281.54,3981.03,4262.05,4116.92,4329.74,4613.33,4069.74,0
4272.31,4022.56,4245.64,4112.31,4337.44,4611.28,4039.49,1
4329.74,4018.46,4263.59,4136.92,4326.15,4631.28,4057.95,0
4404.62,4041.54,4290.77,4132.31,4320.51,4602.56,4060,1
4314.36,4013.85,4282.56,4134.36,4351.28,4635.9,4086.67,0
4283.59,3989.74,4264.1,4120.51,4331.28,4612.82,4056.92,0
4420,4108.72,4297.44,4170.26,4326.67,4604.1,4058.46,0
4292.31,4012.31,4252.82,4122.05,4333.33,4618.46,4092.82,1
4276.41,3992.82,4262.05,4122.56,4348.72,4625.13,4067.69,1
4293.85,3997.44,4250.77,4117.95,4346.15,4625.13,4066.67,0
4289.74,4038.46,4245.64,4123.08,4340,4619.49,4055.38,0
4276.41,3987.18,4238.97,4105.13,4321.03,4604.62,4056.41,1
4307.69,4007.18,4245.64,4120.51,4340,4632.31,4084.62,0
4312.82,4005.64,4276.41,4138.46,4331.28,4608.21,4062.05,1
4275.9,4053.85,4249.74,4143.59,4343.59,4614.87,4053.85,0
4274.87,4055.38,4272.82,4167.69,4362.56,4634.87,4080,0
4277.95,3986.67,4257.95,4105.64,4325.64,4614.87,4056.41,0
4304.1,4037.44,4245.13,4115.38,4355.9,4630.77,4111.79,1
4298.46,4012.82,4272.82,4122.56,4337.44,4617.44,4045.64,1
4280,3984.1,4231.79,4103.08,4336.41,4612.82,4046.67,0
4390.77,4114.36,4306.15,4169.23,4338.97,4612.82,4075.9,1
4296.92,4009.74,4268.21,4123.08,4344.1,4616.41,4081.54,1
4321.03,4028.21,4263.59,4134.36,4342.05,4632.82,4076.41,0
4286.15,3983.59,4263.59,4123.59,4348.21,4622.05,4091.79,1
4295.9,4008.72,4265.13,4118.97,4333.33,4625.64,4052.31,1
4316.41,4000,4269.23,4109.23,4330.77,4608.72,4065.13,1
4267.18,3970.77,4243.59,4094.87,4332.31,4605.13,4065.13,1
4322.05,4043.08,4282.05,4136.92,4352.31,4624.62,4070.77,1
4280.51,3991.28,4255.9,4110.26,4325.13,4604.62,4044.62,1
4344.62,4023.59,4302.56,4153.33,4383.08,4658.97,4112.82,1
4423.59,4070.26,4293.85,4138.97,4355.38,4615.9,4071.28,0
4277.95,3976.92,4244.62,4094.87,4332.82,4614.36,4065.64,1
4303.59,3988.72,4262.56,4108.21,4356.41,4632.31,4088.21,1
4282.05,4008.72,4271.79,4117.95,4335.38,4614.87,4052.31,1
4338.46,3980.51,4268.21,4141.54,4316.92,4611.79,4074.36,1
4291.79,3993.33,4263.08,4105.64,4340.51,4609.74,4062.56,1
4285.13,4004.1,4246.15,4095.9,4344.1,4616.92,4054.87,1
4288.72,4008.21,4243.59,4103.08,4337.95,4631.28,4058.97,0
4266.67,3973.85,4230.77,4095.38,4310.26,4613.85,4057.95,0
4298.97,4015.9,4265.64,4122.05,4362.56,4636.41,4075.38,0
4306.67,3999.49,4247.69,4123.59,4317.44,4597.44,4060.51,1
4283.59,3980.51,4261.54,4108.21,4342.05,4624.62,4071.28,0
4288.72,4003.08,4250.77,4118.97,4335.38,4624.1,4063.08,0
4314.36,4000,4265.64,4104.1,4322.56,4598.97,4060.51,1
4257.95,4012.82,4230.77,4108.21,4343.08,4625.64,4094.87,0
4280,3998.46,4252.31,4092.82,4342.05,4621.54,4109.23,1
4277.95,3990.26,4240,4108.72,4342.56,4618.46,4045.64,1
4275.38,3991.28,4244.62,4111.28,4318.46,4611.28,4044.62,1
4284.1,4003.08,4261.03,4113.85,4336.92,4615.38,4075.38,1
4293.33,3990.77,4251.28,4124.1,4338.46,4615.38,4047.69,0
4302.56,4033.85,4261.03,4135.9,4348.72,4631.79,4075.38,1
4297.44,3998.97,4267.18,4120.51,4334.87,4621.03,4066.67,0
4408.21,4038.46,4289.23,4135.38,4338.46,4606.67,4058.97,0
4306.15,4040,4255.9,4135.9,4351.28,4618.46,4060,0
4303.59,4034.36,4247.69,4126.15,4353.85,4615.9,4058.46,0
4282.05,4000,4260.51,4123.08,4342.05,4618.97,4066.15,0
4286.67,3937.44,4246.67,4106.67,4332.82,4625.64,4055.9,0
4313.33,4025.64,4277.44,4115.9,4343.08,4616.92,4058.97,0
4284.62,4008.72,4262.56,4120,4327.18,4607.18,4048.21,1
4445.13,4140.51,4307.18,4178.97,4332.82,4590.77,4068.72,0
4274.87,3977.44,4266.67,4124.62,4344.1,4616.41,4054.87,0
4292.82,4001.03,4246.15,4116.92,4332.31,4622.05,4055.9,0
4303.59,4055.38,4261.03,4139.49,4352.31,4632.31,4077.44,0
4276.92,3976.41,4260.51,4112.31,4344.1,4631.79,4077.44,0
4295.9,3997.44,4255.9,4106.67,4329.74,4616.92,4065.64,0
4310.77,4027.69,4264.62,4130.77,4349.23,4614.87,4053.85,1
4290.26,4009.23,4263.59,4118.97,4347.69,4621.54,4087.18,1
4314.87,4014.36,4272.31,4134.87,4348.72,4634.87,4069.23,0
4263.08,3958.97,4230.77,4090.77,4325.64,4614.87,4082.56,0
4277.44,3977.95,4246.67,4104.62,4342.56,4621.03,4064.62,0
4297.44,3994.87,4263.59,4123.59,4348.21,4627.69,4075.38,0
4305.64,4010.77,4266.15,4113.33,4345.13,4620.51,4071.79,1
4314.36,4028.72,4248.21,4126.15,4319.49,4587.69,4047.69,1
4287.69,4004.1,4260.51,4116.41,4341.54,4620.51,4056.41,0
4278.46,3995.38,4239.49,4100.51,4337.44,4611.79,4055.38,1
4287.69,4004.62,4263.59,4124.62,4334.87,4624.62,4057.95,0
4274.36,3985.13,4248.72,4104.62,4318.97,4606.67,4068.21,0
4291.28,3994.36,4262.05,4109.23,4333.33,4617.44,4059.49,0
4297.95,4028.21,4264.1,4114.36,4343.59,4618.46,4051.28,1
4276.41,4002.56,4236.92,4091.79,4334.87,4622.56,4108.21,1
4318.46,4039.49,4266.15,4124.62,4351.28,4624.62,4104.62,1
4270.26,3986.67,4260,4112.31,4325.13,4620.51,4058.46,0
4266.67,3992.31,4248.72,4121.54,4337.95,4610.26,4054.87,0
4308.72,4042.05,4273.33,4151.79,4347.69,4618.97,4074.87,1
4313.33,4011.28,4278.46,4135.9,4343.08,4615.9,4066.15,1
4270.77,3988.21,4241.54,4105.64,4335.38,4602.05,4048.21,1
4294.87,3994.87,4265.13,4135.38,4343.59,4617.44,4073.33,0
4288.21,3976.92,4262.05,4135.9,4343.08,4621.54,4053.33,0
4274.36,3980.51,4250.77,4104.1,4343.08,4621.54,4067.69,0
4337.95,4061.54,4288.21,4158.97,4349.23,4631.79,4074.36,1
4272.82,4004.1,4261.54,4121.54,4344.62,4611.28,4051.79,0
4311.79,4050.77,4293.85,4160.51,4374.87,4648.21,4100.51,0
4289.74,4019.49,4248.72,4125.13,4349.74,4623.08,4090.26,1
4298.46,4053.85,4273.85,4130.26,4343.59,4613.85,4059.49,0
4284.62,3993.85,4260.51,4105.64,4332.31,4608.72,4048.72,1
4363.59,3996.92,4285.13,4138.97,4363.08,4640.51,4085.13,1
4300,4006.67,4256.41,4124.1,4329.74,4618.46,4053.33,0
4270.26,3980,4248.72,4105.13,4340,4615.9,4058.97,0
4299.49,4007.69,4281.03,4125.13,4339.49,4617.95,4063.08,0
4417.95,4091.28,4282.05,4158.97,4341.03,4615.9,4060.51,0
4289.74,3994.36,4266.15,4109.23,4332.82,4614.87,4053.33,1
4286.67,4008.72,4252.31,4122.56,4336.41,4610.77,4061.54,0
4410.77,4045.64,4292.82,4137.44,4351.28,4623.59,4085.64,0
4356.41,4046.15,4347.69,4152.82,4370.26,4668.72,4110.26,0
4273.33,3993.33,4259.49,4113.85,4337.95,4621.54,4087.69,1
4273.85,3975.38,4252.82,4106.67,4331.28,4604.1,4042.05,0
4305.64,4007.18,4265.64,4126.15,4341.54,4603.08,4088.21,0
4320.51,4045.13,4264.1,4125.13,4363.59,4628.21,4116.41,1
4412.82,3982.05,4278.97,4108.21,4314.87,4578.97,4073.33,1
4285.13,3995.9,4249.74,4107.18,4337.95,4615.9,4053.33,0
4280,3996.92,4247.18,4125.13,4349.74,4624.1,4090.77,1
4301.54,4025.13,4258.97,4136.41,4322.05,4583.59,4075.38,0
4269.74,4022.05,4245.64,4122.05,4325.64,4604.1,4063.59,0
4264.62,4023.08,4235.9,4107.69,4330.26,4607.18,4067.69,0
4251.79,4015.38,4231.28,4120,4343.59,4598.46,4049.23,0
4288.72,3993.85,4257.95,4114.36,4327.18,4620.51,4066.15,0
4287.69,4007.69,4270.26,4128.21,4335.9,4605.13,4034.87,0
4268.72,4022.56,4262.05,4120,4336.92,4619.49,4036.92,1
4280.51,4027.69,4264.62,4122.05,4337.44,4626.15,4080,0
4302.56,4023.08,4277.44,4153.33,4359.49,4629.74,4072.82,0
4291.28,4009.23,4243.59,4120.51,4318.97,4585.64,4086.67,0
4412.82,4112.82,4385.64,4232.31,4452.31,4754.87,4173.33,0
4302.56,4013.85,4265.13,4121.03,4327.18,4614.36,4086.15,0
4282.05,4016.92,4247.18,4121.54,4337.95,4617.44,4072.31,0
4265.64,3973.85,4229.74,4110.77,4327.69,4607.69,4073.85,1
4313.33,3954.36,4249.74,4107.69,4319.49,4603.59,4075.9,1
4318.46,4020.51,4252.82,4127.69,4345.13,4630.77,4078.97,0
4304.1,4059.49,4265.13,4124.1,4358.97,4629.23,4069.74,0
4297.44,4020,4263.59,4131.28,4353.33,4624.1,4078.97,0
4297.95,4040.51,4280,4155.9,4366.67,4646.67,4092.31,0
4389.23,4092.82,4295.9,4156.41,4334.87,4598.97,4050.26,1
4302.56,3992.31,4268.72,4138.97,4349.74,4625.64,4063.59,0
4354.36,4017.95,4281.54,4134.36,4317.95,4599.49,4061.54,1
4284.62,3968.72,4236.41,4108.72,4329.74,4616.41,4087.18,1
4339.49,4011.28,4294.87,4138.97,4355.38,4633.85,4088.21,1
4287.18,3973.85,4266.67,4104.62,4358.97,4634.87,4097.44,1
4311.28,4001.54,4254.36,4121.03,4350.26,4630.77,4088.72,1
4344.1,4047.69,4262.56,4119.49,4345.13,4625.13,4070.77,0
4255.9,3979.49,4241.03,4096.92,4322.05,4592.31,4035.9,1
4319.49,4018.97,4269.74,4111.28,4343.08,4608.72,4041.03,1
4297.44,4041.03,4253.33,4120.51,4344.1,4624.62,4077.44,0
4305.13,4004.62,4263.59,4124.1,4336.41,4584.1,4102.05,0
4291.28,3994.36,4255.38,4104.62,4348.72,4633.33,4056.41,0
4287.69,4019.49,4250.77,4107.18,4328.21,4604.1,4064.62,0
4286.15,3960.51,4261.54,4099.49,4335.38,4625.64,4074.87,0
4278.46,4016.41,4263.59,4107.69,4342.05,4615.38,4052.31,1
4299.49,3972.31,4260,4102.05,4327.69,4614.87,4084.1,1
4323.08,4028.72,4269.23,4128.72,4351.79,4624.1,4080.51,0
4422.05,4084.62,4280,4165.64,4338.97,4615.38,4076.41,0
4295.9,4002.56,4248.21,4118.97,4323.08,4591.79,4052.82,1
4342.05,3976.41,4270.26,4102.05,4332.31,4624.62,4108.21,1
4288.21,4008.21,4261.54,4109.74,4336.92,4614.36,4054.87,1
4316.41,4020,4286.15,4124.62,4351.28,4616.41,4073.85,0
4282.05,3988.21,4252.82,4120,4343.08,4615.38,4066.67,0
4440.51,4074.36,4296.92,4149.23,4351.79,4637.44,4089.74,0
4327.69,3985.13,4279.49,4112.82,4344.1,4625.64,4087.18,1
4321.54,4019.49,4281.03,4135.9,4347.69,4623.59,4080,1
4316.92,3989.23,4274.36,4134.36,4341.03,4614.87,4076.92,0
4375.9,4085.13,4332.31,4189.74,4403.59,4702.05,4141.54,0
4285.13,4025.64,4279.49,4140.51,4346.67,4634.36,4097.95,1
4287.69,4018.97,4264.1,4129.23,4349.74,4625.13,4084.1,0
4278.97,3987.69,4243.08,4109.23,4320.51,4602.56,4033.85,1
4267.69,3947.69,4217.95,4084.62,4330.26,4601.54,4071.28,1
4307.18,3994.36,4260,4120.51,4321.03,4610.26,4052.31,1
4291.28,3988.21,4263.08,4091.28,4321.54,4606.15,4047.18,1
4383.59,3994.87,4301.03,4138.97,4345.64,4623.08,4088.72,1
4283.59,3982.05,4247.69,4121.03,4326.15,4615.38,4071.79,0
4349.23,4052.82,4322.56,4171.79,4394.87,4672.82,4120.51,1
4315.9,4034.36,4269.23,4135.9,4356.41,4618.46,4090.26,1
4277.95,4005.64,4265.64,4124.1,4336.41,4623.59,4069.23,0
4332.82,4017.95,4289.74,4151.79,4360,4637.95,4085.64,1
4278.46,3980,4263.59,4107.18,4337.44,4623.59,4082.05,0
4289.23,3973.85,4261.54,4104.1,4343.59,4618.46,4098.46,1
4294.36,4044.1,4258.97,4136.41,4347.18,4625.13,4067.18,0
4258.97,3979.49,4245.13,4106.67,4333.33,4634.87,4093.85,0
4278.46,3978.97,4247.69,4089.74,4338.97,4619.49,4065.13,0
4284.62,3998.46,4251.79,4085.13,4339.49,4623.08,4090.77,0
4284.62,4000.51,4252.31,4101.03,4324.62,4601.54,4089.23,1
4298.97,3992.82,4265.13,4116.41,4338.46,4616.41,4054.36,0
4306.67,4012.82,4260.51,4130.26,4349.23,4633.85,4069.74,0
4293.85,4002.05,4265.64,4134.36,4339.49,4614.87,4041.03,1
4277.44,4023.08,4255.9,4108.21,4343.08,4613.33,4093.85,1
4267.69,3973.33,4247.69,4102.56,4317.44,4597.95,4053.85,1
4296.92,4000,4263.08,4106.15,4329.23,4600,4085.13,1
4342.05,4071.28,4293.85,4151.28,4346.15,4625.13,4120,1
4319.49,3981.54,4278.46,4105.13,4346.15,4624.1,4105.64,1
4322.56,4049.23,4264.62,4127.69,4365.13,4634.87,4121.03,1
4297.44,4000,4265.13,4130.77,4332.31,4608.72,4039.49,0
4402.05,4078.46,4334.36,4201.54,4402.05,4669.74,4131.79,1
4283.08,3994.36,4260,4114.87,4334.87,4611.79,4042.05,1
4277.95,4006.67,4247.18,4121.03,4330.26,4612.31,4074.36,1
4311.79,4012.31,4267.18,4124.1,4329.74,4619.49,4064.1,1
4267.69,3978.97,4246.67,4088.21,4331.28,4614.36,4067.18,0
4311.79,4007.18,4250.77,4125.13,4336.41,4587.18,4087.69,0
4301.54,3963.08,4245.13,4094.87,4332.82,4600,4067.69,1
4298.46,4001.54,4262.56,4123.08,4335.9,4621.03,4070.77,1
4302.05,4000.51,4244.62,4108.72,4318.46,4594.87,4055.9,1
4401.54,4091.28,4293.85,4152.31,4329.23,4602.05,4048.21,1
4313.33,4006.67,4265.64,4116.41,4335.9,4609.74,4060.51,1
4277.95,3972.31,4260.51,4114.36,4330.26,4616.92,4047.69,0
4278.97,4013.85,4262.56,4107.18,4320.51,4617.95,4085.13,0
4296.41,3992.31,4246.67,4110.26,4327.69,4627.69,4066.15,0
4305.64,4012.82,4271.28,4117.95,4342.56,4617.95,4052.82,1
4311.79,4016.41,4277.44,4137.44,4341.54,4618.97,4073.33,1
4405.13,4091.79,4365.64,4213.33,4441.03,4728.72,4152.82,0
4316.92,3968.21,4253.33,4132.82,4324.1,4615.38,4069.74,1
4271.79,4031.79,4244.1,4121.03,4333.33,4603.08,4068.72,0
4393.85,4063.59,4302.05,4167.69,4352.31,4617.44,4069.23,1
4277.44,4007.18,4262.05,4136.92,4344.62,4608.21,4064.1,0
4407.69,4047.18,4277.95,4125.13,4323.08,4604.1,4055.9,1
4226.67,3992.31,4230.26,4090.77,4342.05,4618.46,4055.38,0
4293.33,4003.59,4248.72,4107.69,4323.59,4589.74,4079.49,0
4274.36,3999.49,4244.62,4106.15,4326.67,4611.28,4056.92,0
4270.26,3964.1,4245.64,4093.85,4324.1,4609.23,4061.03,1
4318.46,4025.13,4295.38,4166.67,4374.87,4648.72,4096.41,1
4309.23,4007.18,4263.08,4110.77,4343.59,4613.33,4046.67,1
4311.79,3997.95,4264.1,4107.18,4330.77,4614.36,4054.87,0
4283.08,3941.03,4250.77,4107.69,4339.49,4631.28,4063.59,0
4376.92,4047.69,4322.05,4186.67,4390.77,4661.03,4122.56,1
4285.13,4002.05,4257.44,4115.9,4344.1,4609.23,4052.31,1
4301.54,4006.67,4273.33,4136.41,4342.56,4630.26,4053.85,1
4288.21,4040,4256.92,4130.77,4338.46,4622.56,4078.97,0
4317.95,4014.87,4278.97,4120,4339.49,4620.51,4062.56,1
4279.49,3988.72,4254.87,4105.13,4331.79,4593.33,4038.46,0
4274.87,4049.74,4262.56,4165.64,4369.23,4635.9,4074.87,0
4307.18,4007.18,4269.74,4118.97,4356.92,4625.64,4097.95,1
4462.05,4136.92,4300.51,4168.21,4326.67,4585.64,4067.18,0
4297.95,3975.38,4259.49,4122.56,4333.85,4616.41,4083.59,0
4311.79,4001.03,4280.51,4139.49,4324.1,4603.59,4060,1
4249.23,4008.21,4234.87,4114.36,4336.41,4587.69,4038.46,0
4312.31,4005.64,4279.49,4140,4354.87,4634.36,4080.51,0
4296.92,3996.92,4260.51,4120.51,4337.44,4627.69,4085.64,0
4300,4010.26,4260,4128.72,4325.64,4587.69,4052.31,1
4280.51,3993.33,4262.56,4106.15,4335.38,4617.44,4072.31,0
4275.9,3991.79,4251.79,4112.31,4328.21,4614.87,4042.05,0
4317.95,4008.21,4266.15,4114.87,4337.44,4620,4066.67,1
4312.82,4004.1,4275.9,4135.38,4326.15,4611.28,4066.67,1
4243.59,4011.79,4262.05,4138.46,4336.92,4616.92,4066.15,0
4344.62,3991.79,4263.59,4137.44,4316.92,4601.54,4073.85,1
4284.1,3992.82,4262.56,4098.46,4332.31,4620,4055.38,0
4330.77,3990.26,4287.18,4121.03,4340,4614.87,4089.74,1
4298.46,3998.46,4251.28,4123.08,4348.21,4631.28,4064.62,0
4272.31,4018.46,4255.9,4129.23,4347.69,4631.28,4069.74,0
4289.23,3997.44,4268.21,4138.97,4356.92,4627.18,4078.97,0
4283.08,4071.79,4275.38,4170.77,4376.41,4644.62,4088.72,0
4302.05,3991.79,4264.1,4124.1,4334.87,4626.15,4083.59,0
4310.77,4004.62,4274.87,4135.9,4339.49,4610.26,4057.44,1
4303.59,4005.64,4266.15,4137.95,4344.1,4627.18,4063.59,0
4305.13,4021.03,4270.77,4132.31,4337.95,4616.92,4084.1,1
4301.54,4005.64,4251.28,4134.87,4345.13,4606.15,4088.21,0
4292.82,4016.92,4251.79,4108.72,4347.69,4619.49,4110.77,1
4337.44,4040,4322.56,4156.92,4365.64,4652.31,4102.05,0
4303.08,4055.38,4265.64,4123.59,4344.62,4617.44,4065.13,0
4314.87,4021.03,4283.59,4138.46,4347.18,4635.38,4072.31,1
4314.36,4022.05,4286.15,4138.46,4354.87,4636.92,4090.77,0
4294.36,4055.9,4265.13,4133.85,4354.36,4633.33,4077.95,0
4299.49,4007.69,4265.64,4110.26,4341.03,4617.44,4048.72,0
4290.26,4005.13,4255.38,4127.69,4333.33,4603.08,4068.21,0
4302.56,4057.95,4263.59,4125.64,4345.13,4622.56,4075.38,0
4278.46,3996.41,4252.31,4111.28,4343.59,4605.64,4073.85,1
4289.74,3995.9,4277.95,4107.18,4347.69,4634.87,4098.97,0
4310.26,4032.31,4264.1,4115.38,4349.74,4628.21,4119.49,1
4272.82,3962.56,4254.87,4114.87,4326.67,4603.59,4040,0
4292.31,3986.67,4255.38,4105.64,4324.62,4622.56,4080.51,0
4355.38,3984.62,4279.49,4115.9,4329.23,4614.36,4089.23,1
4294.36,3974.36,4261.03,4106.67,4358.97,4637.44,4087.69,1
4292.31,4016.92,4264.62,4131.28,4321.03,4616.41,4069.74,0
4311.28,4016.92,4280,4124.62,4332.31,4607.69,4048.72,0
4278.97,3995.9,4242.05,4109.74,4327.69,4602.05,4043.59,1
4298.46,4001.54,4268.72,4122.56,4332.82,4614.87,4056.92,0
4250.77,3989.23,4241.03,4114.36,4344.1,4614.36,4061.54,0
4394.87,4020.51,4304.62,4129.74,4353.33,4631.28,4086.67,1
4297.95,3991.79,4250.77,4107.69,4342.56,4621.03,4061.54,0
4382.05,4011.79,4260,4124.62,4313.85,4603.59,4070.26,1
4250.26,4010.26,4213.85,4108.21,4344.62,4604.62,4057.44,0
4289.23,4027.69,4268.21,4140,4348.21,4630.77,4086.67,1
4277.44,3986.15,4246.15,4090.26,4344.1,4636.92,4081.03,0
4274.36,4021.54,4247.18,4106.15,4336.41,4618.97,4047.18,1
4288.72,4018.46,4267.69,4131.79,4338.97,4629.23,4086.15,1
4340.51,3921.54,4253.85,4064.62,4313.33,4596.92,4105.13,1
4270.26,3974.36,4247.69,4096.41,4331.79,4612.31,4060,1
4284.1,4011.28,4253.33,4120,4326.67,4616.41,4069.23,0
4304.1,4012.31,4267.69,4115.9,4334.36,4616.92,4094.87,1
4277.44,4009.23,4258.97,4138.97,4354.87,4621.03,4067.69,0
4283.59,4025.13,4263.08,4128.21,4340.51,4616.92,4041.03,1
4308.72,4000,4263.08,4126.67,4343.08,4629.74,4061.54,0
4389.74,4075.9,4352.31,4210.77,4435.38,4704.1,4153.33,1
4272.31,3999.49,4252.82,4106.67,4336.92,4618.46,4075.38,0
4296.41,4014.36,4257.95,4125.13,4340,4616.41,4073.33,1
4283.08,3981.03,4252.82,4121.54,4342.56,4626.15,4072.31,0
4298.97,3992.82,4262.05,4103.08,4328.72,4620.51,4057.44,0
4424.1,4092.82,4291.79,4165.64,4339.49,4615.38,4060.51,0
4295.38,3997.44,4261.54,4127.69,4338.97,4616.92,4056.41,1
4311.79,4041.03,4260.51,4128.21,4357.44,4631.28,4110.26,1
4272.82,3955.9,4261.54,4106.67,4323.08,4611.28,4057.44,1
4354.36,4054.36,4329.74,4152.82,4372.82,4664.62,4108.72,0
4290.26,4014.87,4251.28,4113.85,4331.28,4615.38,4044.1,1
