AF3,F7,F3,FC5,T7,P7,O1,2,P8,T8,FC6,F4,F8,AF4,index
4351.79,3986.67,4264.62,4123.59,4315.9,4597.95,4074.36,4626.15,4207.18,4260.0,4210.26,4304.1,4710.26,4445.64,7254
4415.38,4070.77,4298.46,4152.31,4323.59,4603.59,4055.9,4609.74,4195.9,4221.03,4226.15,4315.38,4652.31,4473.85,7268
4340.0,4053.85,4336.41,4153.85,4367.18,4667.18,4111.79,4657.95,4236.92,4267.69,4240.0,4307.69,4638.97,4400.51,7269
4382.56,4027.18,4280.51,4122.56,4327.69,4613.85,4061.54,4630.26,4222.05,4260.0,4240.51,4309.23,4667.69,4457.44,7271
4378.46,4007.69,4295.38,4127.69,4357.95,4630.77,4078.97,4629.74,4207.69,4269.23,4268.72,4317.44,4727.69,4478.46,7276
4398.46,4073.33,4356.92,4207.18,4434.87,4707.69,4151.79,4685.13,4269.23,4307.69,4303.08,4366.15,4708.72,4465.13,7280
4352.82,3988.21,4276.92,4112.31,4353.33,4633.33,4098.97,4623.59,4213.33,4249.23,4217.44,4296.41,4631.79,4404.62,7285
4421.03,4094.36,4280.51,4157.44,4343.59,4609.23,4054.36,4579.49,4179.49,4230.77,4209.23,4293.33,4626.15,4452.82,7286
4400.0,4085.64,4296.92,4146.67,4322.05,4606.15,4051.28,4584.62,4183.59,4225.64,4224.1,4300.0,4644.1,4437.44,7293
4412.82,4100.51,4294.87,4180.51,4344.62,4622.05,4068.21,4602.56,4196.41,4207.18,4209.74,4289.23,4627.69,4440.51,7300
4366.15,3992.82,4263.59,4124.1,4356.41,4605.64,4066.15,4604.62,4197.44,4249.74,4225.64,4290.77,4644.1,4430.77,7306
4372.82,4090.26,4266.15,4158.46,4345.13,4609.74,4052.82,4613.85,4190.26,4218.97,4210.77,4288.72,4604.62,4405.13,7307
4412.82,4115.9,4381.03,4234.36,4460.51,4750.77,4175.9,4729.23,4313.33,4351.79,4320.51,4389.23,4716.41,4458.97,7331
4423.08,4062.05,4295.9,4151.79,4330.26,4605.13,4049.74,4617.44,4212.31,4250.77,4249.74,4316.41,4694.87,4490.77,7338
4421.54,4098.46,4278.97,4161.03,4343.08,4610.77,4054.36,4581.54,4175.38,4226.67,4207.69,4293.85,4625.64,4450.77,7339
4443.59,4100.51,4301.03,4156.92,4346.15,4613.85,4064.62,4591.79,4185.13,4219.49,4227.18,4310.26,4670.26,4491.28,7349
4406.67,4080.51,4294.36,4151.28,4343.08,4607.18,4053.33,4604.62,4200.0,4226.67,4218.97,4303.08,4661.03,4455.9,7357
4403.08,4037.95,4277.95,4133.33,4343.59,4615.9,4067.69,4600.51,4196.92,4234.87,4242.05,4298.46,4695.38,4463.59,7360
4385.13,4049.23,4330.26,4200.51,4393.85,4662.05,4126.67,4670.77,4257.95,4278.46,4220.51,4331.28,4631.28,4414.36,7361
4490.77,4135.38,4333.85,4184.1,4353.33,4617.95,4078.46,4620.51,4202.56,4233.33,4254.87,4329.74,4702.56,4535.9,7362
4333.85,4032.31,4284.62,4134.87,4345.64,4618.46,4087.69,4609.23,4191.28,4228.72,4229.23,4306.15,4625.13,4415.38,7364
4368.72,4056.41,4362.56,4161.54,4374.36,4664.1,4101.54,4653.33,4236.92,4283.59,4267.69,4334.36,4682.05,4431.28,7371
4443.08,4102.05,4306.67,4163.08,4351.28,4632.31,4073.33,4612.31,4208.72,4251.28,4221.03,4307.69,4637.95,4467.69,7379
4382.56,4075.9,4344.1,4201.54,4428.72,4705.13,4151.79,4686.67,4271.28,4311.28,4290.26,4342.56,4698.97,4450.77,7387
4367.69,4087.18,4282.56,4143.59,4350.26,4612.31,4060.0,4584.1,4181.54,4213.85,4205.64,4291.28,4622.05,4403.59,7396
4408.21,4112.31,4385.13,4232.31,4450.26,4750.26,4169.74,4724.62,4318.97,4357.44,4318.97,4388.72,4715.9,4466.15,7400
4365.64,4054.87,4361.54,4156.41,4377.95,4672.82,4117.95,4662.56,4236.92,4283.08,4257.44,4322.05,4653.85,4410.77,7414
4451.79,4133.33,4309.23,4172.31,4328.72,4603.08,4062.05,4620.51,4186.15,4218.46,4212.82,4309.74,4658.46,4500.0,7422
4413.85,4069.23,4271.28,4156.41,4333.85,4610.26,4073.33,4577.44,4182.56,4241.54,4223.08,4299.49,4650.26,4464.1,7425
4364.62,4068.72,4333.85,4186.15,4386.67,4686.15,4124.62,4681.54,4267.18,4304.1,4274.36,4347.69,4673.85,4422.05,7428
4387.18,4080.0,4352.31,4192.82,4422.56,4719.49,4144.62,4702.05,4286.67,4318.97,4294.36,4362.56,4695.9,4448.21,7429
4360.51,4070.77,4290.26,4154.36,4358.97,4634.36,4120.51,4626.15,4220.51,4237.44,4210.26,4304.1,4620.0,4402.56,7432
4392.31,4088.72,4364.62,4213.33,4426.15,4695.38,4149.23,4683.08,4269.74,4307.69,4298.46,4364.1,4709.74,4472.82,7448
4401.54,4027.18,4266.67,4138.97,4355.9,4608.21,4076.92,4587.69,4186.67,4248.72,4237.44,4302.05,4665.13,4462.56,7454
4420.51,4068.72,4293.85,4143.59,4362.05,4625.64,4075.38,4607.69,4206.15,4265.64,4237.95,4315.38,4675.38,4460.51,7460
4359.49,3986.15,4295.38,4137.95,4357.44,4635.9,4090.77,4622.05,4217.95,4262.05,4220.51,4302.56,4634.36,4413.85,7481
4330.26,4020.0,4291.79,4136.92,4371.79,4652.82,4083.08,4633.85,4213.85,4261.03,4243.59,4313.33,4641.03,4394.87,7482
4366.15,4047.69,4337.95,4202.56,4413.85,4687.69,4141.54,4671.28,4258.97,4290.77,4277.44,4341.03,4681.03,4426.15,7509
4323.59,4050.77,4265.13,4122.05,4365.64,4632.82,4109.23,4620.0,4224.62,4252.31,4238.46,4292.31,4641.54,4380.0,7522
4371.79,4024.62,4273.85,4116.92,4320.0,4603.59,4056.92,4611.79,4197.44,4244.1,4231.28,4303.08,4647.69,4441.03,7525
4328.21,3976.41,4264.62,4097.95,4335.9,4600.0,4090.77,4626.67,4219.49,4253.85,4252.82,4292.82,4682.56,4431.79,7549
4387.18,4019.49,4266.67,4135.9,4317.95,4587.18,4051.28,4598.46,4193.85,4232.82,4193.33,4307.18,4697.95,4470.77,7573
4394.36,4020.51,4272.31,4133.85,4316.92,4601.03,4072.31,4614.36,4211.28,4260.0,4215.9,4312.31,4717.95,4486.67,7575
4357.44,3976.92,4262.05,4097.44,4323.59,4601.54,4082.05,4613.33,4205.64,4240.51,4262.56,4306.67,4709.74,4457.44,7592
4392.31,4027.18,4260.0,4134.87,4321.03,4591.28,4056.41,4592.31,4177.95,4221.54,4188.21,4302.05,4690.77,4467.18,7604
4393.33,3993.33,4309.23,4138.46,4346.15,4625.64,4089.74,4619.49,4218.46,4279.49,4252.82,4327.18,4676.92,4454.36,7628
4407.18,4105.64,4371.28,4228.72,4454.36,4732.31,4155.9,4699.49,4292.82,4334.36,4311.28,4377.95,4707.18,4468.21,7630
4355.38,4028.72,4292.31,4151.28,4350.26,4630.26,4074.87,4626.15,4220.51,4246.15,4224.1,4295.9,4642.56,4402.56,7633
4330.77,4032.82,4300.0,4137.95,4360.51,4646.67,4087.69,4630.77,4202.05,4244.1,4228.72,4300.0,4625.64,4386.67,7634
4382.56,4057.44,4297.44,4137.44,4335.9,4620.0,4075.38,4623.59,4208.72,4234.36,4223.08,4311.28,4611.28,4430.26,7647
4322.05,4031.79,4282.56,4124.62,4352.82,4632.82,4121.54,4628.72,4234.87,4250.26,4220.51,4296.92,4633.85,4388.72,7661
4404.62,4028.72,4266.15,4138.46,4358.97,4608.21,4074.87,4602.56,4206.15,4259.49,4242.05,4300.0,4671.79,4469.23,7686
4401.54,4029.74,4304.62,4135.38,4358.46,4632.31,4081.03,4632.31,4220.51,4267.18,4269.23,4329.23,4745.64,4506.67,7696
4398.97,4026.67,4295.9,4134.87,4355.9,4624.62,4077.95,4628.21,4213.85,4264.1,4262.05,4328.72,4740.51,4505.64,7699
4394.36,4087.69,4352.82,4213.85,4436.41,4735.9,4164.1,4715.9,4298.97,4337.44,4311.79,4370.26,4709.23,4449.23,7713
4364.1,3984.1,4263.08,4120.51,4352.31,4610.77,4071.79,4602.05,4191.79,4246.15,4222.56,4293.33,4638.46,4425.13,7716
4381.03,4056.92,4341.54,4194.36,4421.54,4697.44,4151.28,4695.9,4287.69,4319.49,4301.03,4357.44,4702.05,4456.92,7718
4431.79,4095.9,4278.46,4169.23,4343.08,4620.0,4082.56,4605.13,4200.51,4245.64,4216.92,4299.49,4641.54,4472.31,7722
4367.69,4073.33,4332.82,4186.15,4392.31,4689.23,4119.49,4681.03,4261.03,4302.05,4276.92,4343.08,4680.51,4428.72,7732
4357.95,4017.95,4276.41,4129.23,4323.08,4602.56,4057.95,4612.31,4196.92,4240.0,4223.08,4294.87,4633.33,4421.03,7737
4429.74,4103.59,4310.77,4170.26,4349.23,4605.13,4050.26,4567.69,4160.0,4212.82,4231.28,4308.72,4677.44,4470.26,7743
4454.87,4039.49,4281.03,4134.36,4326.67,4587.18,4069.23,4613.85,4204.1,4257.95,4305.64,4345.64,4796.92,4551.79,7747
4354.87,4058.46,4279.49,4140.51,4344.62,4615.38,4075.9,4605.64,4202.56,4226.15,4220.51,4286.15,4620.0,4422.56,7751
4417.95,4080.51,4302.56,4167.18,4321.03,4604.1,4063.59,4616.92,4191.28,4222.05,4226.67,4315.38,4647.69,4474.87,7763
4392.31,4075.9,4333.85,4190.26,4397.95,4669.74,4138.97,4670.26,4254.87,4280.0,4241.54,4329.74,4649.74,4430.77,7773
4396.92,4078.46,4333.33,4197.95,4402.05,4674.36,4138.46,4672.82,4253.85,4282.56,4240.0,4334.87,4658.46,4434.87,7777
4480.0,4156.92,4297.44,4182.56,4341.03,4589.74,4073.85,4623.08,4209.74,4240.0,4258.97,4329.74,4695.9,4502.05,7778
4437.44,4099.49,4297.95,4163.59,4342.05,4614.87,4063.08,4587.69,4183.59,4235.38,4214.87,4302.56,4636.41,4464.1,7781
4426.15,4122.56,4300.51,4168.21,4345.13,4611.28,4054.36,4585.13,4190.26,4216.92,4222.05,4303.59,4655.38,4457.44,7789
4328.21,4016.92,4291.28,4140.51,4360.51,4628.72,4091.79,4632.31,4211.79,4242.05,4222.56,4301.54,4625.13,4399.49,7796
4407.18,4107.18,4381.54,4233.85,4447.69,4747.69,4170.77,4725.64,4309.23,4347.69,4316.41,4380.51,4714.36,4460.51,7810
4404.1,4045.64,4277.44,4136.92,4341.03,4615.38,4069.23,4588.72,4191.79,4226.67,4233.33,4296.92,4684.1,4460.0,7822
4393.85,4068.72,4351.79,4188.21,4429.74,4704.1,4154.87,4686.67,4280.0,4323.08,4308.72,4363.08,4713.85,4467.69,7825
4360.0,3997.44,4290.77,4123.59,4354.36,4636.41,4100.0,4648.21,4236.92,4282.05,4270.77,4322.05,4726.67,4470.77,7833
4390.77,4073.85,4279.49,4151.79,4320.51,4584.1,4057.44,4582.05,4165.13,4200.0,4158.97,4303.59,4625.64,4438.46,7838
4388.21,4013.33,4280.51,4112.82,4333.85,4612.31,4070.26,4604.62,4202.05,4234.36,4245.13,4309.23,4684.1,4457.44,7840
4361.54,4045.13,4319.49,4181.54,4412.31,4678.46,4133.33,4652.82,4248.21,4291.28,4277.44,4324.62,4681.03,4412.82,7841
4359.49,3998.46,4276.92,4137.95,4327.18,4617.95,4075.9,4614.87,4208.72,4243.08,4194.87,4300.51,4659.49,4429.74,7847
4389.23,4087.69,4358.97,4205.64,4423.08,4691.79,4145.64,4676.92,4268.21,4311.28,4293.85,4353.85,4709.74,4466.15,7848
4380.0,4073.33,4342.56,4182.56,4422.05,4715.9,4146.67,4693.85,4274.87,4322.05,4296.41,4363.08,4693.85,4439.49,7852
4347.18,3973.85,4264.1,4092.82,4324.62,4616.92,4095.9,4623.08,4209.74,4230.77,4236.92,4314.87,4652.31,4409.23,7856
4360.0,4001.03,4290.77,4121.54,4346.15,4627.18,4091.79,4610.26,4205.13,4254.87,4226.67,4302.56,4640.51,4417.95,7872
4407.69,4052.31,4278.46,4132.31,4333.85,4614.87,4059.49,4613.85,4203.08,4234.87,4237.44,4306.67,4675.9,4476.92,7891
4367.18,4061.03,4278.46,4152.31,4354.36,4628.72,4076.92,4602.05,4200.0,4246.15,4221.54,4305.13,4630.77,4431.28,7903
4442.05,4106.15,4297.44,4163.59,4343.08,4614.36,4055.9,4610.77,4212.82,4231.28,4227.18,4311.28,4667.69,4481.03,7906
4356.92,4042.05,4324.62,4188.21,4407.69,4684.1,4138.97,4670.26,4251.79,4283.08,4270.77,4321.54,4670.26,4416.41,7908
4422.05,4131.79,4301.54,4163.59,4345.13,4604.1,4054.87,4580.0,4183.08,4213.33,4216.92,4305.13,4640.0,4451.79,7911
4331.28,4031.28,4303.59,4134.87,4355.38,4641.54,4091.79,4631.28,4210.26,4248.21,4227.18,4306.67,4620.51,4390.26,7912
4382.56,4006.67,4278.46,4131.28,4349.74,4622.56,4067.18,4600.0,4211.79,4273.33,4229.74,4303.08,4666.67,4442.05,7944
4331.28,4030.26,4295.9,4155.38,4387.69,4663.08,4116.41,4660.0,4244.62,4264.1,4212.82,4308.21,4634.87,4385.64,7948
4458.46,4138.97,4282.05,4168.72,4330.77,4583.59,4062.56,4597.95,4182.05,4208.72,4232.31,4312.82,4668.21,4481.03,7953
4389.74,4066.15,4350.77,4186.67,4429.23,4702.56,4162.05,4681.54,4266.67,4308.21,4297.95,4352.82,4702.56,4462.05,7955
4423.59,4095.9,4314.87,4170.26,4346.67,4612.31,4062.56,4600.51,4197.95,4223.59,4225.13,4310.77,4665.64,4457.95,7958
4352.31,4049.74,4320.51,4171.28,4390.26,4655.9,4111.79,4647.69,4239.49,4279.49,4267.18,4326.15,4677.95,4436.41,7965
4385.64,4098.97,4293.85,4166.67,4344.62,4627.18,4069.23,4616.92,4191.28,4220.51,4187.18,4293.85,4618.97,4430.26,7968
4331.28,4034.36,4304.62,4135.38,4357.44,4648.21,4092.82,4635.9,4211.79,4255.9,4231.79,4295.38,4628.72,4391.28,7971
4329.74,4032.82,4319.49,4151.79,4360.51,4650.77,4101.03,4646.15,4220.51,4248.21,4223.59,4300.0,4622.56,4386.67,7990
4327.18,4018.46,4297.95,4153.85,4389.23,4655.9,4105.64,4642.56,4225.13,4249.74,4197.95,4297.95,4618.97,4383.59,8001
4400.0,4080.0,4335.38,4201.03,4407.18,4663.08,4116.92,4654.87,4235.9,4265.64,4218.46,4327.18,4640.51,4425.64,8008
4429.74,4093.33,4280.0,4167.18,4337.44,4617.44,4075.38,4584.1,4182.56,4235.38,4229.74,4307.69,4649.23,4474.36,8013
4407.69,4107.69,4381.03,4231.79,4448.72,4750.26,4169.23,4728.21,4318.97,4358.46,4320.0,4387.69,4716.92,4466.15,8015
4354.36,3982.56,4266.15,4108.21,4337.44,4625.13,4100.51,4614.36,4209.23,4240.51,4248.72,4314.36,4665.64,4418.46,8019
4360.51,4054.36,4333.33,4174.87,4403.08,4681.03,4134.36,4679.49,4269.74,4300.51,4281.03,4334.87,4688.72,4436.41,8023
4328.72,3974.87,4272.82,4097.95,4332.31,4602.05,4092.31,4628.21,4218.97,4248.21,4255.38,4308.72,4678.46,4427.69,8025
4408.72,4075.38,4305.64,4164.62,4350.26,4615.38,4069.74,4613.85,4202.05,4230.26,4233.33,4311.79,4665.64,4454.87,8035
4389.23,4066.67,4344.1,4187.69,4422.05,4697.95,4153.85,4674.87,4254.87,4297.95,4295.38,4354.36,4701.03,4458.97,8044
4357.44,3995.38,4289.74,4120.51,4352.31,4624.1,4089.23,4616.92,4206.15,4258.46,4223.59,4305.64,4627.18,4402.56,8052
4327.69,4053.85,4280.51,4137.95,4361.54,4630.77,4110.77,4629.74,4217.44,4236.41,4228.21,4301.54,4625.13,4381.03,8053
4497.44,4147.69,4332.31,4188.21,4355.38,4616.92,4071.28,4612.31,4198.46,4235.38,4255.38,4332.82,4697.44,4534.87,8057
4389.23,4032.82,4289.23,4133.85,4331.28,4614.36,4060.0,4620.51,4218.97,4258.97,4244.62,4311.79,4669.23,4460.0,8070
4397.95,4040.0,4278.46,4143.59,4357.44,4616.41,4075.38,4612.31,4217.44,4276.41,4246.67,4310.26,4686.15,4457.44,8079
4334.36,4033.33,4306.15,4136.41,4362.05,4647.69,4094.87,4632.31,4213.85,4251.79,4229.74,4305.13,4623.08,4391.79,8083
4329.74,3967.18,4261.54,4092.82,4327.18,4602.05,4087.18,4620.0,4215.38,4250.26,4246.67,4302.05,4689.23,4431.79,8095
4447.18,4102.05,4300.0,4163.59,4351.28,4628.72,4071.28,4599.49,4186.67,4251.79,4225.64,4306.67,4648.72,4471.28,8108
4334.87,4032.82,4297.44,4135.9,4357.44,4646.67,4091.28,4642.56,4208.21,4253.33,4234.87,4307.18,4632.31,4393.33,8111
4381.54,4028.21,4277.95,4122.56,4321.54,4612.31,4057.95,4623.59,4209.74,4250.77,4243.59,4310.77,4662.56,4450.77,8113
4448.21,4102.56,4306.15,4169.23,4346.67,4623.59,4071.28,4600.0,4193.85,4247.69,4222.56,4313.85,4650.77,4475.9,8125
4375.9,4050.26,4288.21,4140.51,4322.56,4603.59,4062.05,4608.21,4188.21,4220.51,4206.67,4301.54,4622.05,4431.79,8132
4444.62,4050.26,4306.15,4144.1,4321.54,4587.18,4071.28,4586.15,4160.51,4223.08,4269.23,4323.59,4733.33,4520.51,8136
4313.33,4021.03,4286.67,4135.9,4375.9,4657.44,4110.26,4656.92,4238.46,4254.87,4223.08,4298.97,4643.59,4384.1,8137
4337.95,3975.38,4264.62,4099.49,4333.33,4627.18,4113.33,4635.38,4218.46,4245.64,4243.08,4316.92,4661.03,4407.18,8144
4323.08,3973.85,4247.18,4111.28,4317.95,4594.87,4061.03,4609.74,4204.1,4260.0,4208.72,4298.46,4708.21,4427.18,8173
4373.33,4075.9,4341.54,4194.36,4391.79,4690.77,4118.46,4677.95,4264.1,4302.56,4273.33,4348.21,4678.46,4432.82,8177
4459.49,4122.05,4321.03,4169.23,4355.38,4618.97,4070.77,4610.77,4186.15,4208.72,4225.64,4322.05,4665.13,4487.18,8178
4370.77,4056.92,4344.1,4202.56,4414.87,4685.64,4134.87,4667.18,4261.03,4291.79,4282.56,4340.51,4683.08,4433.33,8181
4333.85,4036.41,4293.33,4135.38,4359.49,4648.21,4088.72,4629.74,4198.46,4242.56,4225.13,4299.49,4623.59,4388.21,8183
4383.08,4080.0,4351.79,4201.03,4421.03,4693.85,4142.05,4687.18,4279.49,4312.31,4286.67,4346.15,4703.59,4460.51,8197
4357.44,3991.28,4278.97,4135.9,4347.69,4615.9,4081.03,4611.28,4205.64,4259.49,4224.62,4296.92,4651.28,4416.41,8202
4420.0,4107.69,4292.31,4166.67,4329.23,4604.1,4056.41,4602.56,4195.9,4225.64,4216.41,4298.46,4623.59,4440.0,8207
4400.51,4088.72,4370.26,4228.72,4443.59,4737.95,4167.18,4719.49,4309.23,4341.54,4314.87,4386.67,4711.79,4459.49,8219
4325.13,4023.08,4293.85,4153.85,4383.08,4659.49,4102.56,4651.28,4236.41,4256.92,4208.72,4298.97,4628.21,4381.54,8234
4407.18,4014.87,4306.67,4140.0,4349.74,4621.03,4078.97,4617.95,4223.59,4277.95,4249.74,4329.74,4681.03,4463.59,8237
4422.56,4076.92,4308.72,4162.56,4327.69,4602.05,4053.85,4608.72,4190.26,4218.97,4223.59,4320.0,4656.41,4475.38,8238
4340.51,4032.31,4299.49,4154.87,4366.67,4636.41,4104.62,4626.67,4209.74,4241.03,4233.33,4303.59,4635.9,4407.18,8244
4389.23,4083.08,4357.44,4200.0,4421.03,4716.41,4159.49,4696.92,4279.49,4326.15,4307.18,4378.46,4704.62,4463.59,8246
4369.74,3984.1,4269.23,4121.03,4352.31,4604.1,4064.62,4593.85,4188.21,4244.62,4225.64,4296.92,4640.0,4431.79,8257
4326.67,4028.21,4293.33,4153.85,4383.08,4660.0,4111.79,4657.44,4240.51,4254.87,4206.67,4303.08,4630.77,4380.51,8258
4328.72,4037.95,4307.18,4144.62,4365.13,4661.03,4092.31,4632.82,4205.64,4250.26,4223.08,4285.64,4627.18,4383.08,8259
4363.59,4007.69,4278.46,4144.62,4331.28,4615.9,4079.49,4616.41,4204.62,4246.67,4200.51,4308.72,4664.62,4436.92,8262
4424.1,4049.23,4311.79,4143.59,4355.38,4626.67,4080.0,4627.18,4214.36,4277.44,4278.46,4344.1,4757.44,4520.51,8269
4426.15,4081.03,4280.51,4169.74,4336.41,4608.21,4071.79,4575.9,4175.9,4245.13,4234.87,4316.92,4655.38,4479.49,8273
4424.1,4093.33,4290.77,4153.33,4344.1,4617.44,4063.08,4600.51,4189.23,4209.74,4209.74,4298.97,4644.1,4467.18,8287
4418.46,4045.64,4296.41,4140.0,4353.85,4634.87,4076.92,4600.51,4187.18,4248.72,4235.38,4314.36,4677.95,4466.67,8298
4383.59,4107.18,4308.21,4172.82,4349.23,4606.67,4069.23,4595.9,4175.9,4206.67,4204.62,4297.44,4585.64,4429.74,8302
4326.15,4051.79,4266.67,4133.33,4357.95,4632.82,4106.67,4638.46,4236.41,4248.21,4232.31,4293.85,4632.82,4381.03,8321
4378.46,4056.41,4346.67,4191.28,4417.95,4695.9,4155.38,4683.08,4253.33,4297.44,4288.21,4345.64,4686.67,4446.15,8324
4373.85,4042.56,4323.59,4190.77,4398.97,4670.26,4120.0,4656.92,4243.08,4266.67,4206.67,4319.49,4619.49,4396.92,8345
4336.92,4016.41,4294.36,4148.21,4380.0,4658.97,4115.9,4657.44,4236.92,4261.54,4201.54,4307.69,4617.44,4382.05,8360
4394.87,4084.62,4355.9,4200.0,4430.26,4737.44,4164.62,4712.82,4297.95,4334.36,4314.87,4380.0,4707.69,4462.56,8369
4455.9,4133.33,4306.15,4168.72,4322.56,4585.64,4067.18,4587.18,4169.74,4201.03,4216.41,4310.77,4653.85,4490.77,8372
4326.67,4014.87,4278.46,4122.05,4356.41,4635.9,4111.28,4625.13,4203.08,4240.0,4235.38,4292.31,4635.38,4396.41,8373
4421.54,4054.87,4297.95,4150.26,4356.41,4626.67,4080.0,4607.69,4197.95,4255.9,4238.97,4320.51,4680.0,4473.85,8378
4402.56,4005.13,4287.18,4120.0,4320.51,4598.97,4082.05,4625.13,4226.15,4257.44,4278.46,4323.08,4736.92,4496.92,8380
4432.31,4116.41,4297.95,4161.03,4327.18,4602.05,4062.05,4614.36,4183.08,4216.92,4198.97,4300.0,4646.15,4474.87,8390
4434.87,4091.28,4304.1,4155.9,4336.41,4609.23,4056.92,4577.95,4169.74,4209.23,4215.9,4306.67,4658.97,4473.85,8423
4396.41,4071.79,4337.44,4203.08,4403.08,4678.46,4138.97,4678.46,4260.0,4280.51,4218.97,4331.79,4627.69,4422.56,8427
4352.31,4004.1,4275.9,4116.92,4333.85,4625.64,4107.18,4625.13,4205.64,4227.69,4232.31,4305.64,4635.38,4402.56,8431
4333.85,4033.85,4297.44,4127.18,4355.9,4646.15,4090.77,4638.97,4220.51,4258.46,4232.82,4297.44,4630.77,4389.23,8433
4396.92,4024.62,4264.62,4138.97,4361.54,4606.67,4076.41,4586.67,4180.51,4250.77,4237.95,4300.0,4663.59,4457.44,8457
4479.49,4085.64,4310.77,4153.85,4324.62,4580.51,4076.92,4601.54,4204.1,4263.08,4306.67,4361.03,4793.85,4554.36,8459
4383.08,4035.9,4276.41,4122.05,4318.97,4605.13,4054.87,4609.23,4201.54,4248.21,4235.9,4298.46,4667.18,4457.95,8469
4362.56,4061.03,4341.03,4181.54,4383.08,4680.0,4122.56,4676.92,4252.31,4291.28,4261.03,4336.92,4664.62,4422.05,8475
4407.18,4087.69,4279.49,4154.36,4321.54,4594.87,4058.97,4584.1,4173.33,4209.74,4162.56,4288.72,4642.05,4443.59,8479
4409.74,4092.31,4296.41,4155.38,4348.72,4617.44,4060.51,4609.74,4190.77,4210.26,4205.13,4291.79,4630.77,4443.08,8496
4353.85,3995.38,4282.05,4138.97,4337.44,4613.33,4072.82,4603.59,4206.15,4244.62,4193.85,4309.23,4655.9,4428.72,8497
4409.74,4097.44,4298.97,4175.9,4345.64,4618.46,4062.56,4594.36,4183.59,4204.1,4206.15,4291.28,4624.1,4434.36,8500
4344.1,4011.28,4295.9,4137.44,4355.9,4633.33,4090.26,4616.92,4212.82,4256.41,4226.67,4309.74,4637.95,4394.87,8512
4389.23,4019.49,4293.33,4125.64,4338.97,4608.21,4060.0,4619.49,4221.03,4253.85,4254.36,4317.95,4700.0,4456.41,8515
4424.1,4107.69,4301.03,4168.21,4351.28,4617.95,4068.72,4604.62,4181.54,4229.23,4207.18,4292.31,4654.87,4469.23,8517
4437.44,4099.49,4293.33,4173.33,4335.38,4614.87,4068.21,4585.64,4171.79,4224.62,4215.38,4313.85,4633.85,4481.54,8524
4419.49,4060.51,4296.41,4138.46,4329.74,4603.59,4058.97,4618.97,4198.97,4243.08,4241.54,4316.92,4675.38,4483.59,8531
4395.38,4029.23,4262.56,4136.41,4347.18,4613.33,4075.9,4585.64,4179.49,4234.36,4229.74,4299.49,4657.44,4456.41,8546
4356.41,4007.69,4281.54,4114.36,4343.08,4628.21,4105.13,4633.85,4225.64,4232.31,4234.87,4309.74,4638.97,4415.38,8547
4354.36,4016.41,4306.15,4153.85,4389.74,4661.54,4112.82,4657.95,4243.08,4260.0,4203.59,4311.79,4610.26,4390.77,8559
4377.95,4055.38,4347.69,4197.44,4420.0,4695.9,4143.59,4668.72,4255.9,4300.0,4290.26,4351.79,4689.74,4442.56,8575
4417.44,4085.64,4308.21,4168.21,4346.15,4610.26,4067.18,4592.82,4183.59,4214.36,4225.13,4308.72,4662.56,4454.87,8578
4323.08,4016.92,4281.03,4132.82,4365.13,4652.82,4082.05,4644.1,4236.41,4272.82,4244.1,4311.28,4638.97,4383.08,8583
4449.74,4078.97,4301.54,4162.56,4320.0,4590.77,4055.38,4600.51,4203.59,4251.79,4215.9,4335.38,4721.54,4517.95,8616
4356.41,4057.44,4355.38,4159.49,4373.33,4670.26,4111.79,4648.21,4222.05,4268.21,4244.1,4319.49,4649.23,4397.95,8631
4403.08,4035.9,4264.1,4148.72,4346.15,4614.87,4072.82,4577.44,4170.77,4226.15,4218.46,4289.23,4641.54,4452.82,8648
4322.56,4047.69,4266.15,4120.0,4360.51,4633.33,4115.38,4630.26,4222.05,4252.31,4241.54,4300.51,4642.56,4378.97,8659
4330.77,3992.82,4265.13,4111.79,4341.03,4615.38,4076.41,4633.85,4237.95,4257.44,4243.59,4297.95,4666.67,4406.15,8685
4328.72,4031.79,4294.36,4127.18,4361.03,4648.72,4098.97,4639.49,4212.82,4256.92,4226.67,4280.51,4626.67,4385.64,8702
4382.05,4070.77,4339.49,4187.69,4425.13,4698.97,4142.56,4676.92,4268.21,4303.08,4291.28,4344.62,4696.41,4453.85,8703
4346.67,4047.69,4287.69,4139.49,4340.51,4615.9,4081.03,4601.54,4184.62,4218.97,4220.0,4291.28,4611.79,4416.92,8714
4360.0,3977.44,4283.08,4126.15,4348.21,4626.15,4076.41,4610.26,4200.0,4248.21,4224.1,4302.56,4642.56,4414.87,8725
4355.9,4073.85,4283.08,4142.56,4354.87,4624.62,4115.38,4611.79,4210.77,4224.1,4203.08,4289.74,4611.28,4394.36,8733
4409.74,4106.67,4315.9,4170.77,4344.1,4597.95,4067.69,4596.92,4176.92,4222.56,4228.21,4321.54,4618.97,4464.62,8737
4413.85,4120.0,4379.49,4234.87,4460.51,4749.74,4166.15,4722.05,4315.38,4362.56,4330.77,4394.87,4728.72,4475.38,8739
4428.72,4084.62,4292.31,4163.08,4319.49,4592.31,4066.15,4594.87,4172.31,4215.9,4174.87,4307.69,4661.54,4468.72,8740
4369.74,4044.1,4331.28,4184.62,4412.31,4690.77,4150.26,4690.26,4273.33,4302.56,4284.62,4340.51,4681.54,4438.97,8744
