AF3,F7,F3,FC5,T7,P7,O1,02,P8,T8,FC6,F4,F8,AF4,index,label,probability
4273.85,4026.15,4244.1,4111.28,4338.46,4608.72,4059.49,4600.0,4180.0,4199.49,4183.08,4253.33,4582.05,4326.67,7153.0,0,0.727973851475827
4271.79,4009.23,4246.67,4120.51,4340.0,4616.41,4056.92,4590.26,4186.67,4227.18,4187.69,4264.62,4590.77,4326.15,7155.0,0,0.7185059819974554
4353.33,4050.77,4348.72,4153.33,4374.36,4670.77,4115.9,4655.9,4231.79,4269.23,4243.08,4313.33,4644.1,4390.77,7156.0,0,0.7394216322061069
4306.67,4004.62,4268.72,4120.0,4344.62,4615.9,4057.44,4622.56,4195.9,4235.9,4196.92,4283.08,4611.79,4373.85,7158.0,1,0.5963544317888041
4232.31,3975.9,4233.85,4106.15,4330.26,4616.41,4073.33,4608.21,4198.97,4212.82,4174.36,4246.67,4549.74,4290.77,7160.0,0,0.9387154902010179
4297.44,4017.44,4264.62,4135.9,4341.54,4616.41,4076.92,4617.44,4193.33,4225.64,4197.95,4266.15,4589.74,4363.08,7162.0,1,0.7496613251628499
4281.54,4024.1,4246.67,4121.54,4351.79,4629.74,4093.85,4595.9,4185.64,4216.92,4188.72,4257.95,4576.41,4327.69,7164.0,0,0.746369283870229
4297.95,4050.26,4252.31,4118.46,4341.03,4626.15,4077.44,4604.62,4194.36,4214.36,4187.18,4258.46,4596.92,4343.08,7165.0,0,0.9594741614554707
4423.59,4057.95,4296.92,4144.62,4350.26,4623.59,4076.41,4604.1,4208.21,4270.77,4239.49,4312.82,4676.41,4464.62,7168.0,0,0.7492823820254453
4304.1,4008.72,4262.56,4125.64,4328.72,4600.51,4062.05,4597.44,4189.74,4212.82,4190.77,4275.9,4587.69,4363.59,7169.0,1,0.8185289575648855
4264.62,3984.1,4248.21,4108.72,4326.15,4624.1,4070.77,4628.72,4213.33,4228.72,4184.1,4263.08,4583.08,4325.64,7171.0,0,0.7658754274732825
4335.9,4036.92,4296.41,4136.41,4361.54,4648.21,4093.85,4646.67,4212.82,4252.82,4237.95,4308.72,4632.31,4395.9,7172.0,0,0.7468060331221374
4284.1,4020.0,4249.23,4122.05,4335.38,4616.92,4070.77,4618.97,4187.69,4215.9,4190.26,4266.15,4597.44,4342.05,7175.0,0,0.7758300295826972
4287.69,3991.28,4265.13,4100.51,4337.44,4621.03,4060.51,4615.38,4194.87,4236.92,4171.79,4273.85,4598.97,4369.74,7176.0,0,0.7416280000585241
4264.62,3966.67,4248.21,4091.28,4336.92,4616.41,4051.28,4608.72,4189.74,4211.28,4177.44,4264.62,4579.49,4324.1,7178.0,0,0.6870147073664122
4308.72,4006.67,4277.44,4123.59,4360.51,4633.85,4111.28,4629.74,4208.21,4249.23,4224.1,4284.1,4623.59,4382.56,7179.0,1,0.8237436824452927
4283.59,4007.18,4253.85,4102.05,4336.41,4607.69,4053.33,4593.33,4184.62,4225.64,4199.49,4273.33,4624.62,4340.0,7180.0,1,0.8028801568193384
4289.23,4020.0,4269.74,4124.62,4354.36,4633.33,4081.54,4634.36,4211.28,4238.46,4203.59,4279.49,4600.51,4351.79,7181.0,0,0.8182142135445293
4343.59,3988.21,4284.1,4121.03,4352.82,4630.77,4087.18,4613.33,4209.23,4260.51,4226.15,4294.87,4638.46,4406.15,7182.0,1,0.8878968346310432
4285.13,3968.21,4265.64,4105.64,4338.97,4633.33,4084.62,4637.95,4213.85,4242.05,4214.87,4284.1,4615.38,4354.36,7184.0,0,0.8694842154427482
4421.03,4100.0,4297.44,4169.74,4344.1,4615.9,4059.49,4594.87,4184.62,4214.87,4222.05,4293.85,4652.31,4453.85,7187.0,0,0.7906073421603054
4296.41,3993.33,4262.56,4107.18,4327.69,4618.46,4054.87,4609.23,4197.44,4232.82,4205.13,4267.69,4615.38,4352.82,7189.0,0,0.7443918691501272
4246.15,4017.95,4261.03,4136.41,4342.05,4618.46,4066.67,4601.03,4190.26,4196.41,4136.92,4253.85,4502.56,4279.49,7190.0,0,0.8662906244503816
4390.26,4083.08,4351.28,4202.05,4433.33,4734.87,4160.0,4707.18,4294.36,4338.46,4315.9,4374.87,4709.74,4455.9,7191.0,0,0.9583003849643768
4281.54,3980.0,4250.77,4101.03,4334.36,4625.64,4074.36,4613.85,4194.87,4223.08,4204.1,4270.26,4603.08,4335.9,7194.0,0,0.904579938832061
4315.9,4026.15,4274.87,4122.05,4345.64,4625.64,4116.92,4627.18,4227.18,4247.18,4221.03,4300.51,4628.72,4374.36,7197.0,1,0.8652838980229008
4273.85,4012.31,4243.08,4111.28,4332.31,4608.21,4067.69,4617.95,4193.33,4212.82,4192.31,4267.18,4592.82,4331.79,7199.0,0,0.7470143459618321
4435.38,4125.64,4307.69,4172.82,4326.67,4601.03,4059.49,4624.62,4195.38,4214.87,4208.21,4306.15,4648.72,4470.26,7200.0,0,0.85977641056743
4300.0,4019.49,4249.23,4119.49,4333.85,4591.79,4087.18,4607.69,4195.9,4218.97,4173.33,4267.18,4592.31,4350.77,7201.0,0,0.7988066500941475
4282.05,3995.38,4261.54,4109.74,4337.95,4616.92,4063.59,4613.85,4197.44,4226.67,4203.08,4265.64,4599.49,4338.97,7202.0,0,0.7575077294147583
4311.79,4001.03,4277.95,4133.85,4320.51,4604.62,4065.13,4620.51,4203.59,4227.18,4193.85,4283.08,4612.82,4374.36,7203.0,1,0.8201811963740459
4273.33,3998.97,4262.05,4108.21,4341.03,4626.67,4089.74,4611.79,4192.82,4209.23,4194.87,4274.36,4581.03,4329.23,7206.0,0,0.6735309963638677
4242.05,3979.49,4232.31,4102.05,4332.82,4614.36,4066.15,4605.13,4193.33,4208.72,4179.49,4255.9,4563.08,4296.92,7212.0,0,0.8440958501475828
4280.0,3990.26,4246.15,4108.21,4331.79,4588.21,4035.38,4604.1,4193.33,4241.03,4192.31,4255.9,4598.46,4351.28,7213.0,0,0.6805492899694658
4303.59,4053.33,4280.51,4138.97,4346.67,4627.18,4065.64,4609.74,4201.54,4229.23,4205.13,4288.72,4607.18,4354.87,7214.0,0,0.8962193658651401
4316.41,4008.21,4277.44,4116.92,4358.97,4631.28,4095.38,4623.08,4195.9,4240.0,4226.15,4297.44,4624.62,4398.97,7215.0,1,0.8042220163587787
4290.26,3997.95,4264.62,4112.82,4340.51,4618.97,4070.77,4624.62,4191.28,4224.62,4207.18,4284.1,4595.9,4352.31,7216.0,0,0.739984169600509
4308.72,3980.51,4278.97,4111.28,4362.56,4637.44,4096.41,4642.05,4227.18,4260.0,4244.1,4302.05,4652.82,4404.1,7217.0,1,0.8416395369134859
4294.87,4005.13,4245.13,4106.67,4327.18,4610.77,4066.67,4593.33,4180.0,4211.28,4143.59,4265.64,4594.36,4347.69,7219.0,0,0.665612355826972
4294.87,4025.13,4266.67,4139.49,4347.18,4635.9,4095.38,4617.95,4215.9,4261.03,4209.23,4278.46,4619.49,4342.05,7222.0,1,0.744124103048346
4281.54,3972.31,4241.54,4105.64,4330.77,4618.97,4052.82,4598.97,4195.9,4226.67,4197.44,4253.85,4592.82,4341.03,7226.0,0,0.7568607017430027
4304.1,4003.08,4268.21,4111.28,4352.31,4632.82,4103.08,4628.21,4208.72,4240.0,4219.49,4284.1,4620.0,4384.62,7230.0,1,0.8172806271984734
4334.87,3986.15,4263.59,4103.59,4333.33,4631.79,4108.21,4631.28,4223.59,4231.28,4191.28,4301.54,4617.44,4391.28,7232.0,1,0.9023638780279899
4288.72,3955.9,4249.23,4083.08,4322.56,4592.31,4087.69,4615.38,4211.79,4246.15,4228.72,4283.59,4646.15,4395.9,7235.0,1,0.8286411067862596
4316.41,3982.05,4271.79,4105.64,4347.18,4629.74,4105.13,4629.74,4210.26,4243.08,4224.62,4287.69,4622.56,4393.33,7236.0,1,0.9345365877557252
4355.9,3985.13,4252.31,4121.54,4348.21,4603.08,4061.54,4596.92,4194.87,4243.08,4220.0,4287.18,4638.46,4420.51,7239.0,1,0.8423196446615777
4235.38,4021.03,4245.64,4133.85,4345.13,4615.9,4051.28,4603.08,4182.05,4178.46,4134.36,4242.56,4484.1,4268.21,7240.0,0,0.9505219079058524
4273.33,4002.05,4258.46,4121.54,4351.79,4627.69,4082.05,4618.97,4198.97,4230.26,4194.87,4258.97,4593.33,4330.77,7241.0,0,0.7644393583944021
4358.46,4055.38,4334.36,4180.51,4405.64,4679.49,4133.33,4674.36,4262.05,4299.49,4276.41,4334.36,4684.62,4431.79,7244.0,1,0.9226136881246819
4307.18,3981.54,4253.33,4091.79,4331.28,4625.13,4108.72,4651.79,4230.77,4240.51,4187.18,4304.62,4622.56,4372.31,7246.0,1,0.9403908935292622
4323.59,4012.82,4294.36,4134.36,4339.49,4614.87,4067.18,4621.54,4211.28,4233.33,4212.82,4289.23,4609.74,4371.28,7248.0,1,0.7016206568167939
4304.62,4056.92,4267.18,4123.59,4360.0,4631.79,4074.36,4600.51,4196.92,4222.56,4186.67,4280.0,4608.72,4344.62,7250.0,0,0.8538387441577608
4274.87,4005.64,4247.18,4095.38,4342.05,4612.82,4053.33,4590.77,4177.44,4215.9,4192.31,4266.67,4609.74,4332.82,7253.0,1,0.717715783946565
4351.79,3986.67,4264.62,4123.59,4315.9,4597.95,4074.36,4626.15,4207.18,4260.0,4210.26,4304.1,4710.26,4445.64,7254.0,1,0.8804830068854962
4287.18,4010.26,4256.41,4114.87,4328.72,4617.44,4076.92,4597.44,4188.72,4227.18,4177.44,4271.79,4591.28,4347.18,7256.0,0,0.7322841290203563
4303.08,4007.69,4276.41,4117.44,4358.46,4632.31,4109.74,4623.08,4203.08,4241.54,4223.59,4284.62,4618.97,4380.51,7257.0,1,0.7807073483715012
4293.85,3995.9,4247.18,4101.03,4334.87,4606.67,4058.46,4626.67,4204.62,4241.54,4190.77,4271.79,4604.1,4361.54,7260.0,1,0.7796701940839695
4285.64,4000.0,4261.03,4111.28,4328.21,4618.97,4055.38,4606.67,4187.69,4218.97,4196.92,4272.31,4603.59,4347.69,7261.0,0,0.8051974577608143
4228.72,4064.62,4249.23,4154.36,4346.15,4617.95,4051.28,4591.79,4177.95,4195.9,4126.67,4228.21,4491.79,4252.82,7263.0,0,0.9035563258447837
4300.51,4042.05,4280.0,4152.82,4344.62,4615.38,4065.64,4608.72,4185.64,4220.0,4207.69,4288.72,4615.9,4364.1,7266.0,0,0.6895004279847328
4307.18,4015.9,4248.72,4121.03,4342.05,4631.79,4071.79,4595.38,4189.74,4237.95,4200.0,4283.59,4602.56,4367.69,7267.0,0,0.8582433351348603
4415.38,4070.77,4298.46,4152.31,4323.59,4603.59,4055.9,4609.74,4195.9,4221.03,4226.15,4315.38,4652.31,4473.85,7268.0,0,0.8722344766081425
4340.0,4053.85,4336.41,4153.85,4367.18,4667.18,4111.79,4657.95,4236.92,4267.69,4240.0,4307.69,4638.97,4400.51,7269.0,0,0.7324438433715013
4382.56,4027.18,4280.51,4122.56,4327.69,4613.85,4061.54,4630.26,4222.05,4260.0,4240.51,4309.23,4667.69,4457.44,7271.0,1,0.8393001837124683
4287.18,4015.9,4249.74,4110.26,4349.74,4622.56,4072.31,4595.38,4187.18,4227.18,4202.05,4253.85,4592.82,4355.9,7272.0,0,0.6343566579974554
4304.1,4012.31,4286.67,4121.03,4334.36,4617.95,4044.62,4611.28,4196.41,4224.1,4153.33,4270.26,4592.31,4368.21,7275.0,0,0.7185241832798983
4299.49,4044.1,4284.1,4158.46,4371.28,4647.69,4085.13,4641.54,4209.74,4229.23,4206.67,4288.21,4606.67,4350.77,7277.0,0,0.9235262860407125
4285.13,4009.74,4261.54,4124.1,4343.59,4616.41,4071.28,4619.49,4209.74,4221.03,4207.18,4269.74,4592.82,4357.95,7278.0,0,0.6051613915114503
4243.59,3992.82,4218.97,4102.05,4346.67,4618.46,4099.49,4590.26,4188.72,4210.26,4175.9,4253.33,4557.44,4295.38,7281.0,0,0.8996429469923665
4309.74,3978.97,4257.95,4090.77,4331.79,4620.51,4100.51,4644.62,4231.79,4235.9,4187.69,4305.64,4623.08,4376.92,7282.0,1,0.9268236492366413
4282.05,4016.41,4245.64,4108.72,4334.87,4619.49,4067.69,4623.08,4201.54,4231.79,4209.23,4271.79,4607.18,4352.31,7283.0,0,0.7004031774834606
4352.82,3988.21,4276.92,4112.31,4353.33,4633.33,4098.97,4623.59,4213.33,4249.23,4217.44,4296.41,4631.79,4404.62,7285.0,1,0.9297779335852419
4421.03,4094.36,4280.51,4157.44,4343.59,4609.23,4054.36,4579.49,4179.49,4230.77,4209.23,4293.33,4626.15,4452.82,7286.0,0,0.6661326770356235
4263.59,4006.15,4247.18,4122.56,4353.33,4626.67,4076.92,4613.33,4195.38,4226.15,4189.23,4250.77,4588.21,4321.03,7289.0,0,0.7848055837430026
4293.85,3999.49,4248.72,4115.38,4340.0,4617.44,4060.0,4613.33,4205.64,4233.85,4172.82,4269.74,4608.72,4350.77,7290.0,0,0.6388177990229008
4293.33,4001.54,4264.62,4116.92,4329.23,4628.72,4078.46,4610.77,4198.97,4249.23,4212.82,4279.49,4626.67,4357.44,7291.0,0,0.7968663727302798
4294.87,3995.38,4259.49,4103.08,4337.95,4633.33,4077.95,4617.44,4213.85,4238.97,4203.08,4273.85,4594.36,4347.69,7292.0,0,0.8566511067226463
4233.33,4047.69,4231.28,4134.36,4339.49,4614.36,4049.23,4572.31,4161.54,4202.56,4145.64,4231.79,4511.79,4265.13,7294.0,0,0.9077898579058524
4293.33,4042.05,4267.18,4121.54,4341.03,4630.26,4062.56,4615.9,4209.23,4237.95,4206.67,4278.97,4608.21,4347.18,7297.0,0,0.9540426003435115
4412.82,4100.51,4294.87,4180.51,4344.62,4622.05,4068.21,4602.56,4196.41,4207.18,4209.74,4289.23,4627.69,4440.51,7300.0,0,0.7225929954325699
4296.92,3991.28,4277.44,4126.15,4363.08,4641.03,4094.87,4626.67,4203.59,4240.0,4221.54,4282.56,4627.69,4381.54,7301.0,1,0.6606232663918575
4301.03,4009.23,4265.13,4131.28,4345.64,4628.21,4061.03,4621.54,4205.13,4235.38,4209.74,4270.77,4601.54,4351.79,7302.0,0,0.8077761907862595
4366.15,3992.82,4263.59,4124.1,4356.41,4605.64,4066.15,4604.62,4197.44,4249.74,4225.64,4290.77,4644.1,4430.77,7306.0,1,0.782301513422392
4266.15,3963.08,4269.74,4120.0,4339.49,4625.64,4075.38,4625.64,4214.36,4229.23,4185.64,4282.56,4586.67,4327.18,7308.0,0,0.812277518826972
4308.21,3971.79,4268.21,4103.59,4340.51,4615.9,4098.97,4613.85,4194.87,4222.05,4210.26,4275.9,4602.05,4381.54,7310.0,1,0.8236170375776082
4223.08,4054.36,4234.36,4142.05,4341.54,4622.05,4058.97,4590.77,4180.51,4198.46,4133.33,4229.74,4501.54,4249.23,7311.0,0,0.9584002252290077
4299.49,4002.05,4258.97,4123.59,4341.54,4627.18,4066.67,4616.41,4212.31,4236.41,4202.56,4268.21,4597.44,4351.28,7316.0,0,0.8796830390916032
4245.64,3982.56,4247.18,4108.21,4338.46,4620.51,4074.87,4610.26,4200.0,4216.41,4182.56,4260.51,4566.15,4306.15,7318.0,0,0.9313449751170484
4271.79,3980.51,4264.1,4116.41,4326.67,4614.36,4081.54,4615.38,4192.31,4226.15,4189.23,4271.28,4575.38,4322.05,7325.0,0,0.7066309474249365
4303.59,4015.9,4249.74,4121.54,4350.77,4621.03,4056.92,4616.41,4206.67,4249.23,4225.13,4283.59,4627.69,4369.74,7327.0,0,0.6902655156386768
4255.9,3984.62,4233.85,4100.0,4337.44,4606.15,4068.72,4594.87,4185.13,4208.72,4180.0,4257.44,4590.26,4324.1,7329.0,1,0.5953679502468194
4412.82,4115.9,4381.03,4234.36,4460.51,4750.77,4175.9,4729.23,4313.33,4351.79,4320.51,4389.23,4716.41,4458.97,7331.0,0,0.9870311728269721
4291.28,4000.0,4261.03,4106.15,4338.97,4622.05,4060.51,4628.72,4196.92,4222.05,4201.03,4283.08,4612.31,4364.1,7332.0,0,0.6572810922086514
4279.49,3955.9,4263.08,4112.82,4336.41,4634.36,4078.97,4638.97,4212.82,4240.51,4212.82,4291.28,4613.33,4342.05,7334.0,0,0.886485417956743
4277.95,3976.41,4268.21,4109.23,4337.44,4619.49,4080.0,4629.74,4197.44,4227.69,4195.9,4276.41,4598.46,4343.08,7335.0,0,0.789983991394402
4287.69,4004.62,4259.49,4109.23,4347.18,4626.67,4082.05,4631.79,4226.15,4255.9,4222.05,4290.26,4613.85,4357.95,7336.0,0,0.7074733906946564
4289.74,4002.56,4261.54,4123.59,4336.92,4629.23,4060.0,4615.38,4208.21,4234.36,4201.54,4272.31,4594.87,4334.87,7337.0,0,0.8501505864885497
4421.54,4098.46,4278.97,4161.03,4343.08,4610.77,4054.36,4581.54,4175.38,4226.67,4207.69,4293.85,4625.64,4450.77,7339.0,0,0.699979117043257
4290.26,4015.38,4253.85,4122.56,4341.54,4628.21,4089.74,4629.74,4212.82,4245.64,4190.77,4259.49,4597.44,4337.44,7344.0,0,0.6013934059898219
4305.64,3996.92,4272.82,4129.74,4348.21,4629.23,4088.21,4628.21,4197.44,4230.26,4210.77,4289.74,4617.95,4361.03,7346.0,0,0.6690551267709924
4266.15,4007.18,4231.28,4104.62,4347.69,4622.56,4101.54,4602.56,4210.77,4220.0,4189.23,4263.08,4572.31,4309.23,7347.0,0,0.8864404554631043
4443.59,4100.51,4301.03,4156.92,4346.15,4613.85,4064.62,4591.79,4185.13,4219.49,4227.18,4310.26,4670.26,4491.28,7349.0,0,0.8101965488524173
4290.77,4037.95,4262.56,4113.33,4341.54,4630.26,4068.72,4616.92,4210.77,4237.44,4198.46,4274.87,4596.41,4341.03,7350.0,0,0.9102763935496183
4286.15,3982.05,4265.13,4113.33,4311.28,4603.59,4056.92,4603.59,4173.85,4189.23,4171.79,4279.49,4573.33,4338.46,7351.0,1,0.6282684933002545
4272.31,4002.56,4251.79,4123.08,4347.18,4618.46,4074.87,4608.21,4194.87,4221.54,4193.33,4258.97,4601.54,4337.95,7352.0,0,0.7456056684656489
4292.82,3997.95,4263.08,4109.74,4328.21,4627.69,4082.05,4611.79,4206.15,4249.23,4213.33,4283.08,4627.18,4355.9,7354.0,0,0.8037895257022901
4300.0,4015.38,4280.51,4125.64,4334.87,4616.41,4057.44,4604.62,4192.82,4225.13,4156.41,4270.77,4602.05,4363.59,7355.0,0,0.6985568697913486
4406.67,4080.51,4294.36,4151.28,4343.08,4607.18,4053.33,4604.62,4200.0,4226.67,4218.97,4303.08,4661.03,4455.9,7357.0,0,0.7241734440076335
4291.28,4037.44,4249.74,4109.23,4345.13,4627.18,4078.46,4605.13,4195.38,4205.13,4190.77,4263.08,4591.79,4342.56,7358.0,0,0.9088857188091604
4245.64,3997.44,4235.9,4112.82,4348.72,4617.44,4066.67,4615.9,4194.36,4216.92,4182.56,4248.21,4582.56,4311.28,7359.0,0,0.9495001116030535
4385.13,4049.23,4330.26,4200.51,4393.85,4662.05,4126.67,4670.77,4257.95,4278.46,4220.51,4331.28,4631.28,4414.36,7361.0,1,0.9373691617480916
4490.77,4135.38,4333.85,4184.1,4353.33,4617.95,4078.46,4620.51,4202.56,4233.33,4254.87,4329.74,4702.56,4535.9,7362.0,0,0.890264102989822
4282.05,4022.05,4247.69,4108.21,4333.33,4615.38,4047.69,4604.62,4192.82,4226.67,4199.49,4266.15,4620.0,4343.08,7363.0,1,0.8411727935292622
4287.18,3996.41,4271.79,4123.59,4333.33,4618.97,4074.36,4614.87,4205.13,4226.15,4194.36,4271.79,4596.41,4350.77,7367.0,0,0.7534732491857508
4306.67,4049.23,4276.41,4159.49,4353.85,4624.1,4075.9,4612.82,4198.46,4231.79,4197.95,4274.36,4604.62,4348.21,7369.0,0,0.7548863687073791
4302.05,4008.21,4264.1,4122.56,4349.74,4630.77,4087.69,4621.54,4207.18,4255.38,4210.26,4276.41,4619.49,4353.33,7372.0,1,0.6355332858600509
4280.51,4023.08,4261.54,4114.36,4354.87,4631.79,4084.1,4633.85,4207.18,4242.56,4202.56,4276.41,4578.97,4351.79,7373.0,0,0.6793616935877863
4309.74,3996.92,4275.38,4127.18,4344.1,4634.87,4062.56,4635.38,4220.51,4259.49,4227.18,4294.36,4621.54,4369.74,7375.0,0,0.7619102148117048
4299.49,4009.74,4262.05,4135.9,4334.87,4608.72,4069.74,4594.87,4198.97,4229.23,4203.59,4277.95,4609.23,4353.33,7377.0,0,0.6115066396183206
4220.0,3972.82,4216.92,4093.85,4332.82,4616.41,4071.79,4607.69,4206.15,4224.1,4174.36,4243.59,4548.72,4290.77,7378.0,0,0.7627936892239187
4443.08,4102.05,4306.67,4163.08,4351.28,4632.31,4073.33,4612.31,4208.72,4251.28,4221.03,4307.69,4637.95,4467.69,7379.0,0,0.8799857102798982
4269.23,3985.64,4249.23,4102.56,4334.36,4619.49,4057.44,4616.41,4200.51,4221.54,4191.79,4264.62,4590.77,4334.36,7380.0,0,0.7640577337811705
4263.08,4020.0,4242.56,4121.03,4330.26,4606.67,4066.67,4607.18,4181.54,4186.15,4164.62,4249.23,4554.36,4312.31,7381.0,0,0.8877376526234098
4305.13,4046.67,4261.54,4116.92,4342.05,4624.62,4080.0,4622.05,4217.44,4228.21,4200.51,4275.9,4606.15,4355.9,7382.0,0,0.8717428059694657
4281.54,3994.36,4261.03,4118.46,4342.56,4616.41,4060.51,4609.23,4196.41,4224.1,4176.41,4271.79,4592.31,4337.44,7385.0,0,0.6733303107124683
4382.56,4075.9,4344.1,4201.54,4428.72,4705.13,4151.79,4686.67,4271.28,4311.28,4290.26,4342.56,4698.97,4450.77,7387.0,1,0.7817357192569975
4297.95,4004.62,4244.1,4119.49,4346.67,4619.49,4056.92,4625.13,4210.77,4240.0,4218.46,4282.05,4615.38,4356.92,7388.0,0,0.6916445189745548
4276.92,4001.03,4250.26,4092.31,4343.08,4610.77,4048.72,4596.41,4178.46,4216.41,4191.28,4268.72,4616.41,4337.44,7390.0,1,0.7981690788829516
4292.82,3996.41,4241.03,4116.92,4332.82,4590.77,4069.74,4607.69,4189.23,4223.59,4209.23,4277.95,4610.26,4354.36,7392.0,0,0.7173583502544529
4291.28,4003.08,4251.79,4124.1,4328.72,4608.72,4064.1,4597.44,4193.33,4210.77,4183.59,4268.72,4586.67,4360.0,7393.0,1,0.716312184
4270.26,3978.97,4251.28,4124.1,4332.31,4602.05,4051.79,4624.62,4209.23,4216.41,4197.95,4272.82,4585.64,4342.56,7394.0,1,0.776175360043257
4314.36,4024.1,4284.62,4139.49,4357.44,4640.51,4091.79,4636.41,4203.08,4242.56,4212.31,4289.23,4612.31,4376.41,7395.0,0,0.6923264685063614
4293.33,4046.15,4250.77,4132.31,4344.1,4625.64,4068.21,4593.33,4187.18,4207.69,4191.79,4264.1,4601.03,4342.05,7397.0,0,0.8906396061933843
4337.44,3988.21,4255.38,4125.64,4348.21,4606.15,4067.18,4598.97,4189.74,4216.92,4185.64,4272.31,4576.41,4370.26,7398.0,1,0.7301568789058525
4408.21,4112.31,4385.13,4232.31,4450.26,4750.26,4169.74,4724.62,4318.97,4357.44,4318.97,4388.72,4715.9,4466.15,7400.0,0,0.9829338284122138
4274.36,3990.26,4252.31,4110.77,4334.87,4616.92,4049.74,4612.31,4184.62,4214.87,4175.9,4261.03,4584.62,4336.41,7401.0,0,0.6104908527455472
4288.72,4007.69,4243.59,4120.0,4345.64,4577.44,4093.85,4598.46,4179.49,4216.92,4190.77,4269.74,4585.64,4338.97,7402.0,0,0.800327570778626
4291.28,3995.9,4263.59,4121.54,4337.44,4614.87,4047.18,4607.69,4194.36,4227.69,4196.92,4274.36,4593.33,4351.28,7404.0,1,0.7532457279007634
4252.31,4036.41,4232.31,4123.59,4336.92,4620.0,4055.38,4605.64,4189.23,4202.05,4174.36,4246.67,4569.23,4305.64,7407.0,0,0.9722248783562342
4305.64,4026.67,4268.72,4112.82,4336.92,4619.49,4055.38,4619.49,4199.49,4236.92,4164.62,4265.13,4589.74,4357.44,7408.0,0,0.6314077227659033
4273.85,3993.33,4263.08,4123.59,4338.46,4610.77,4067.69,4614.36,4196.41,4219.49,4182.05,4269.74,4583.08,4327.18,7410.0,0,0.7266356336183206
4365.64,4054.87,4361.54,4156.41,4377.95,4672.82,4117.95,4662.56,4236.92,4283.08,4257.44,4322.05,4653.85,4410.77,7414.0,0,0.7600619121984732
4288.72,4038.46,4262.56,4120.0,4347.69,4633.85,4062.05,4608.21,4198.46,4231.79,4195.9,4264.62,4595.38,4339.49,7415.0,0,0.8979342513155216
4256.41,3995.38,4228.72,4101.54,4343.08,4619.49,4097.44,4602.05,4201.54,4214.87,4184.62,4258.97,4570.26,4304.1,7416.0,0,0.9166292177251909
4287.69,4072.31,4281.54,4169.74,4381.03,4647.18,4085.13,4653.85,4196.41,4221.03,4189.74,4269.23,4560.0,4313.33,7417.0,0,0.8630240984681935
4295.38,4045.64,4266.15,4112.82,4341.03,4623.08,4076.41,4617.44,4203.08,4224.1,4187.18,4274.87,4603.08,4347.18,7420.0,0,0.9026557475419847
4451.79,4133.33,4309.23,4172.31,4328.72,4603.08,4062.05,4620.51,4186.15,4218.46,4212.82,4309.74,4658.46,4500.0,7422.0,0,0.9532643507913486
4286.67,4021.54,4263.59,4135.38,4330.26,4617.95,4072.31,4611.79,4184.62,4216.41,4201.54,4280.51,4602.56,4343.59,7423.0,0,0.7769552448753182
4413.85,4069.23,4271.28,4156.41,4333.85,4610.26,4073.33,4577.44,4182.56,4241.54,4223.08,4299.49,4650.26,4464.1,7425.0,0,0.8293019987888042
4364.62,4068.72,4333.85,4186.15,4386.67,4686.15,4124.62,4681.54,4267.18,4304.1,4274.36,4347.69,4673.85,4422.05,7428.0,1,0.7786004857989823
4387.18,4080.0,4352.31,4192.82,4422.56,4719.49,4144.62,4702.05,4286.67,4318.97,4294.36,4362.56,4695.9,4448.21,7429.0,0,0.8950486769007634
4288.21,4006.67,4248.72,4097.95,4345.13,4614.36,4055.38,4609.23,4199.49,4233.33,4204.62,4275.38,4630.26,4348.21,7434.0,1,0.7026502892951653
4289.23,3997.44,4246.67,4102.05,4337.95,4610.77,4050.77,4602.05,4186.67,4225.13,4193.85,4260.0,4585.64,4349.74,7436.0,1,0.7315862699923664
4301.03,4025.64,4278.97,4124.1,4334.87,4622.05,4082.56,4603.59,4200.51,4231.79,4176.41,4291.79,4601.03,4369.23,7441.0,0,0.6499289380407125
4290.77,3995.38,4233.33,4107.69,4320.0,4588.21,4053.33,4589.74,4170.77,4192.31,4157.44,4242.05,4556.92,4332.82,7442.0,1,0.5831068189287533
4283.08,3987.69,4257.95,4101.54,4334.87,4616.92,4060.0,4610.77,4196.41,4218.97,4198.97,4266.15,4602.05,4335.38,7444.0,0,0.80573514629771
4287.69,4055.9,4266.15,4141.03,4345.64,4621.54,4082.05,4592.31,4175.38,4217.44,4177.44,4265.64,4556.92,4319.49,7445.0,0,0.6395473108778627
4301.54,4007.18,4266.67,4123.08,4351.79,4625.13,4069.23,4628.21,4203.59,4236.41,4209.23,4283.08,4605.13,4355.9,7446.0,0,0.8581495912391859
4297.95,4001.54,4264.1,4120.0,4329.74,4616.41,4079.49,4609.23,4203.59,4234.36,4202.56,4286.15,4600.0,4371.79,7449.0,0,0.7324543249440205
4291.79,4022.05,4247.69,4125.13,4338.97,4609.23,4053.85,4612.82,4189.23,4212.31,4195.9,4276.92,4581.54,4340.0,7450.0,0,0.5989762911272265
4401.54,4027.18,4266.67,4138.97,4355.9,4608.21,4076.92,4587.69,4186.67,4248.72,4237.44,4302.05,4665.13,4462.56,7454.0,1,0.737678685605598
4289.74,4066.67,4280.0,4173.85,4372.82,4645.13,4082.05,4653.85,4211.28,4227.18,4194.87,4282.05,4580.0,4326.67,7458.0,0,0.8605342576234096
